,vole1,vole2,day,experiment,metric,value,file
4,5119,5048,3,door_choice,close_finished_door_2_count,4,5119_5048_11_8_2022___13_36__door_choice_day_3.csv
5,5119,5048,3,door_choice,new_round_count,10,5119_5048_11_8_2022___13_36__door_choice_day_3.csv
6,5119,5048,3,door_choice,output_activated_count,30,5119_5048_11_8_2022___13_36__door_choice_day_3.csv
7,5119,5048,3,door_choice,tone_start_round_start_count,10,5119_5048_11_8_2022___13_36__door_choice_day_3.csv
8,5119,5048,3,door_choice,lever_retracted_food_count,1,5119_5048_11_8_2022___13_36__door_choice_day_3.csv
9,5119,5048,3,door_choice,lever_retracted_lever_1_count,11,5119_5048_11_8_2022___13_36__door_choice_day_3.csv
10,5119,5048,3,door_choice,lever_retracted_lever_2_count,11,5119_5048_11_8_2022___13_36__door_choice_day_3.csv
11,5119,5048,3,door_choice,output_deactivated_count,30,5119_5048_11_8_2022___13_36__door_choice_day_3.csv
12,5119,5048,3,door_choice,tone_stop_round_start_count,10,5119_5048_11_8_2022___13_36__door_choice_day_3.csv
13,5119,5048,3,door_choice,lever_extended_lever_1_count,10,5119_5048_11_8_2022___13_36__door_choice_day_3.csv
14,5119,5048,3,door_choice,lever_extended_lever_2_count,10,5119_5048_11_8_2022___13_36__door_choice_day_3.csv
15,5119,5048,3,door_choice,nan_count,0,5119_5048_11_8_2022___13_36__door_choice_day_3.csv
16,5119,5048,3,door_choice,presses_reached_lever_2_count,7,5119_5048_11_8_2022___13_36__door_choice_day_3.csv
17,5119,5048,3,door_choice,lever_press_count,10,5119_5048_11_8_2022___13_36__door_choice_day_3.csv
18,5119,5048,3,door_choice,tone_start_door_1_open_count,7,5119_5048_11_8_2022___13_36__door_choice_day_3.csv
19,5119,5048,3,door_choice,tone_stop_door_1_open_count,7,5119_5048_11_8_2022___13_36__door_choice_day_3.csv
20,5119,5048,3,door_choice,open_start_door_1_count,7,5119_5048_11_8_2022___13_36__door_choice_day_3.csv
21,5119,5048,3,door_choice,open_finished_door_1_count,7,5119_5048_11_8_2022___13_36__door_choice_day_3.csv
22,5119,5048,3,door_choice,door_1_open_|_beam_broken_door1_ir_count,7,5119_5048_11_8_2022___13_36__door_choice_day_3.csv
23,5119,5048,3,door_choice,beam_broken_door1_ir_count,19,5119_5048_11_8_2022___13_36__door_choice_day_3.csv
24,5119,5048,3,door_choice,beam_unbroken_door1_ir_count,19,5119_5048_11_8_2022___13_36__door_choice_day_3.csv
25,5119,5048,3,door_choice,presses_reached_lever_1_count,3,5119_5048_11_8_2022___13_36__door_choice_day_3.csv
26,5119,5048,3,door_choice,tone_start_door_2_open_count,3,5119_5048_11_8_2022___13_36__door_choice_day_3.csv
27,5119,5048,3,door_choice,tone_stop_door_2_open_count,3,5119_5048_11_8_2022___13_36__door_choice_day_3.csv
28,5119,5048,3,door_choice,open_start_door_2_count,3,5119_5048_11_8_2022___13_36__door_choice_day_3.csv
29,5119,5048,3,door_choice,door_2_open_|_beam_broken_door2_ir_count,3,5119_5048_11_8_2022___13_36__door_choice_day_3.csv
30,5119,5048,3,door_choice,beam_broken_door2_ir_count,20,5119_5048_11_8_2022___13_36__door_choice_day_3.csv
31,5119,5048,3,door_choice,beam_unbroken_door2_ir_count,20,5119_5048_11_8_2022___13_36__door_choice_day_3.csv
32,5119,5048,3,door_choice,open_finished_door_2_count,3,5119_5048_11_8_2022___13_36__door_choice_day_3.csv
33,5119,5048,3,door_choice,nan_latency_mean,nan,5119_5048_11_8_2022___13_36__door_choice_day_3.csv
34,5119,5048,3,door_choice,nan_latency_median,nan,5119_5048_11_8_2022___13_36__door_choice_day_3.csv
35,5119,5048,3,door_choice,presses_reached_lever_2_latency_mean,1.97571,5119_5048_11_8_2022___13_36__door_choice_day_3.csv
36,5119,5048,3,door_choice,presses_reached_lever_2_latency_median,1.99,5119_5048_11_8_2022___13_36__door_choice_day_3.csv
37,5119,5048,3,door_choice,door_1_open_|_beam_broken_door1_ir_latency_mean,5.28,5119_5048_11_8_2022___13_36__door_choice_day_3.csv
38,5119,5048,3,door_choice,door_1_open_|_beam_broken_door1_ir_latency_median,4.42,5119_5048_11_8_2022___13_36__door_choice_day_3.csv
39,5119,5048,3,door_choice,presses_reached_lever_1_latency_mean,1.46333,5119_5048_11_8_2022___13_36__door_choice_day_3.csv
40,5119,5048,3,door_choice,presses_reached_lever_1_latency_median,1.43,5119_5048_11_8_2022___13_36__door_choice_day_3.csv
41,5119,5048,3,door_choice,door_2_open_|_beam_broken_door2_ir_latency_mean,1.33,5119_5048_11_8_2022___13_36__door_choice_day_3.csv
42,5119,5048,3,door_choice,door_2_open_|_beam_broken_door2_ir_latency_median,1.33,5119_5048_11_8_2022___13_36__door_choice_day_3.csv
0,5119,5048,3,door_choice,trigger_count,1,5119_5048_11_8_2022___13_5__door_choice_day_3.csv
1,5119,5048,3,door_choice,close_start_door_1_count,3,5119_5048_11_8_2022___13_5__door_choice_day_3.csv
2,5119,5048,3,door_choice,close_finished_door_1_count,3,5119_5048_11_8_2022___13_5__door_choice_day_3.csv
3,5119,5048,3,door_choice,close_start_door_2_count,3,5119_5048_11_8_2022___13_5__door_choice_day_3.csv
4,5119,5048,3,door_choice,close_finished_door_2_count,3,5119_5048_11_8_2022___13_5__door_choice_day_3.csv
5,5119,5048,3,door_choice,lever_retracted_food_count,1,5119_5048_11_8_2022___13_5__door_choice_day_3.csv
6,5119,5048,3,door_choice,lever_retracted_lever_1_count,5,5119_5048_11_8_2022___13_5__door_choice_day_3.csv
7,5119,5048,3,door_choice,lever_retracted_lever_2_count,5,5119_5048_11_8_2022___13_5__door_choice_day_3.csv
8,5119,5048,3,door_choice,new_round_count,4,5119_5048_11_8_2022___13_5__door_choice_day_3.csv
9,5119,5048,3,door_choice,output_activated_count,8,5119_5048_11_8_2022___13_5__door_choice_day_3.csv
10,5119,5048,3,door_choice,tone_start_round_start_count,4,5119_5048_11_8_2022___13_5__door_choice_day_3.csv
11,5119,5048,3,door_choice,output_deactivated_count,8,5119_5048_11_8_2022___13_5__door_choice_day_3.csv
12,5119,5048,3,door_choice,tone_stop_round_start_count,4,5119_5048_11_8_2022___13_5__door_choice_day_3.csv
13,5119,5048,3,door_choice,lever_extended_lever_1_count,4,5119_5048_11_8_2022___13_5__door_choice_day_3.csv
14,5119,5048,3,door_choice,lever_extended_lever_2_count,4,5119_5048_11_8_2022___13_5__door_choice_day_3.csv
15,5119,5048,3,door_choice,nan_count,0,5119_5048_11_8_2022___13_5__door_choice_day_3.csv
16,5119,5048,3,door_choice,presses_reached_lever_1_count,2,5119_5048_11_8_2022___13_5__door_choice_day_3.csv
17,5119,5048,3,door_choice,lever_press_count,4,5119_5048_11_8_2022___13_5__door_choice_day_3.csv
18,5119,5048,3,door_choice,tone_start_door_2_open_count,2,5119_5048_11_8_2022___13_5__door_choice_day_3.csv
19,5119,5048,3,door_choice,tone_stop_door_2_open_count,2,5119_5048_11_8_2022___13_5__door_choice_day_3.csv
20,5119,5048,3,door_choice,open_start_door_2_count,2,5119_5048_11_8_2022___13_5__door_choice_day_3.csv
21,5119,5048,3,door_choice,door_2_open_|_beam_broken_door2_ir_count,2,5119_5048_11_8_2022___13_5__door_choice_day_3.csv
22,5119,5048,3,door_choice,beam_broken_door2_ir_count,15,5119_5048_11_8_2022___13_5__door_choice_day_3.csv
23,5119,5048,3,door_choice,open_finished_door_2_count,2,5119_5048_11_8_2022___13_5__door_choice_day_3.csv
24,5119,5048,3,door_choice,beam_unbroken_door2_ir_count,15,5119_5048_11_8_2022___13_5__door_choice_day_3.csv
25,5119,5048,3,door_choice,presses_reached_lever_2_count,2,5119_5048_11_8_2022___13_5__door_choice_day_3.csv
26,5119,5048,3,door_choice,tone_start_door_1_open_count,2,5119_5048_11_8_2022___13_5__door_choice_day_3.csv
27,5119,5048,3,door_choice,tone_stop_door_1_open_count,2,5119_5048_11_8_2022___13_5__door_choice_day_3.csv
28,5119,5048,3,door_choice,open_start_door_1_count,2,5119_5048_11_8_2022___13_5__door_choice_day_3.csv
29,5119,5048,3,door_choice,open_finished_door_1_count,2,5119_5048_11_8_2022___13_5__door_choice_day_3.csv
30,5119,5048,3,door_choice,door_1_open_|_beam_broken_door1_ir_count,2,5119_5048_11_8_2022___13_5__door_choice_day_3.csv
31,5119,5048,3,door_choice,beam_broken_door1_ir_count,15,5119_5048_11_8_2022___13_5__door_choice_day_3.csv
32,5119,5048,3,door_choice,beam_unbroken_door1_ir_count,15,5119_5048_11_8_2022___13_5__door_choice_day_3.csv
33,5119,5048,3,door_choice,nan_latency_mean,nan,5119_5048_11_8_2022___13_5__door_choice_day_3.csv
34,5119,5048,3,door_choice,nan_latency_median,nan,5119_5048_11_8_2022___13_5__door_choice_day_3.csv
35,5119,5048,3,door_choice,presses_reached_lever_1_latency_mean,1.26,5119_5048_11_8_2022___13_5__door_choice_day_3.csv
36,5119,5048,3,door_choice,presses_reached_lever_1_latency_median,1.26,5119_5048_11_8_2022___13_5__door_choice_day_3.csv
37,5119,5048,3,door_choice,door_2_open_|_beam_broken_door2_ir_latency_mean,2.01,5119_5048_11_8_2022___13_5__door_choice_day_3.csv
38,5119,5048,3,door_choice,door_2_open_|_beam_broken_door2_ir_latency_median,2.01,5119_5048_11_8_2022___13_5__door_choice_day_3.csv
39,5119,5048,3,door_choice,presses_reached_lever_2_latency_mean,0.74,5119_5048_11_8_2022___13_5__door_choice_day_3.csv
40,5119,5048,3,door_choice,presses_reached_lever_2_latency_median,0.74,5119_5048_11_8_2022___13_5__door_choice_day_3.csv
41,5119,5048,3,door_choice,door_1_open_|_beam_broken_door1_ir_latency_mean,2.48,5119_5048_11_8_2022___13_5__door_choice_day_3.csv
42,5119,5048,3,door_choice,door_1_open_|_beam_broken_door1_ir_latency_median,2.48,5119_5048_11_8_2022___13_5__door_choice_day_3.csv
0,5119,5048,3,door_choice,trigger_count,1,5119_5048_11_8_2022___14_1__door_choice_day_3.csv
1,5119,5048,3,door_choice,close_start_door_1_count,1,5119_5048_11_8_2022___14_1__door_choice_day_3.csv
2,5119,5048,3,door_choice,close_finished_door_1_count,1,5119_5048_11_8_2022___14_1__door_choice_day_3.csv
3,5119,5048,3,door_choice,close_start_door_2_count,1,5119_5048_11_8_2022___14_1__door_choice_day_3.csv
4,5119,5048,3,door_choice,close_finished_door_2_count,1,5119_5048_11_8_2022___14_1__door_choice_day_3.csv
5,5119,5048,3,door_choice,lever_retracted_lever_2_count,2,5119_5048_11_8_2022___14_1__door_choice_day_3.csv
6,5119,5048,3,door_choice,lever_retracted_food_count,1,5119_5048_11_8_2022___14_1__door_choice_day_3.csv
7,5119,5048,3,door_choice,lever_retracted_lever_1_count,2,5119_5048_11_8_2022___14_1__door_choice_day_3.csv
8,5119,5048,3,door_choice,new_round_count,1,5119_5048_11_8_2022___14_1__door_choice_day_3.csv
9,5119,5048,3,door_choice,output_activated_count,2,5119_5048_11_8_2022___14_1__door_choice_day_3.csv
10,5119,5048,3,door_choice,tone_start_round_start_count,1,5119_5048_11_8_2022___14_1__door_choice_day_3.csv
11,5119,5048,3,door_choice,output_deactivated_count,2,5119_5048_11_8_2022___14_1__door_choice_day_3.csv
12,5119,5048,3,door_choice,tone_stop_round_start_count,1,5119_5048_11_8_2022___14_1__door_choice_day_3.csv
13,5119,5048,3,door_choice,lever_extended_lever_1_count,1,5119_5048_11_8_2022___14_1__door_choice_day_3.csv
14,5119,5048,3,door_choice,lever_extended_lever_2_count,1,5119_5048_11_8_2022___14_1__door_choice_day_3.csv
15,5119,5048,3,door_choice,nan_count,0,5119_5048_11_8_2022___14_1__door_choice_day_3.csv
16,5119,5048,3,door_choice,presses_reached_lever_2_count,1,5119_5048_11_8_2022___14_1__door_choice_day_3.csv
17,5119,5048,3,door_choice,lever_press_count,1,5119_5048_11_8_2022___14_1__door_choice_day_3.csv
18,5119,5048,3,door_choice,tone_start_door_1_open_count,1,5119_5048_11_8_2022___14_1__door_choice_day_3.csv
19,5119,5048,3,door_choice,tone_stop_door_1_open_count,1,5119_5048_11_8_2022___14_1__door_choice_day_3.csv
20,5119,5048,3,door_choice,open_start_door_1_count,1,5119_5048_11_8_2022___14_1__door_choice_day_3.csv
21,5119,5048,3,door_choice,open_finished_door_1_count,1,5119_5048_11_8_2022___14_1__door_choice_day_3.csv
22,5119,5048,3,door_choice,nan_latency_mean,nan,5119_5048_11_8_2022___14_1__door_choice_day_3.csv
23,5119,5048,3,door_choice,nan_latency_median,nan,5119_5048_11_8_2022___14_1__door_choice_day_3.csv
24,5119,5048,3,door_choice,presses_reached_lever_2_latency_mean,0.36,5119_5048_11_8_2022___14_1__door_choice_day_3.csv
25,5119,5048,3,door_choice,presses_reached_lever_2_latency_median,0.36,5119_5048_11_8_2022___14_1__door_choice_day_3.csv
0,5119,5048,3,door_choice,trigger_count,1,5119_5048_11_8_2022___14_2__door_choice_day_3.csv
1,5119,5048,3,door_choice,close_start_door_1_count,2,5119_5048_11_8_2022___14_2__door_choice_day_3.csv
2,5119,5048,3,door_choice,lever_retracted_food_count,1,5119_5048_11_8_2022___14_2__door_choice_day_3.csv
3,5119,5048,3,door_choice,lever_retracted_lever_1_count,2,5119_5048_11_8_2022___14_2__door_choice_day_3.csv
4,5119,5048,3,door_choice,lever_retracted_lever_2_count,2,5119_5048_11_8_2022___14_2__door_choice_day_3.csv
5,5119,5048,3,door_choice,close_finished_door_1_count,1,5119_5048_11_8_2022___14_2__door_choice_day_3.csv
6,5119,5048,3,door_choice,close_start_door_2_count,1,5119_5048_11_8_2022___14_2__door_choice_day_3.csv
7,5119,5048,3,door_choice,close_finished_door_2_count,1,5119_5048_11_8_2022___14_2__door_choice_day_3.csv
8,5119,5048,3,door_choice,new_round_count,2,5119_5048_11_8_2022___14_2__door_choice_day_3.csv
9,5119,5048,3,door_choice,output_activated_count,4,5119_5048_11_8_2022___14_2__door_choice_day_3.csv
10,5119,5048,3,door_choice,tone_start_round_start_count,2,5119_5048_11_8_2022___14_2__door_choice_day_3.csv
11,5119,5048,3,door_choice,output_deactivated_count,4,5119_5048_11_8_2022___14_2__door_choice_day_3.csv
12,5119,5048,3,door_choice,tone_stop_round_start_count,2,5119_5048_11_8_2022___14_2__door_choice_day_3.csv
13,5119,5048,3,door_choice,lever_extended_lever_1_count,2,5119_5048_11_8_2022___14_2__door_choice_day_3.csv
14,5119,5048,3,door_choice,lever_extended_lever_2_count,2,5119_5048_11_8_2022___14_2__door_choice_day_3.csv
15,5119,5048,3,door_choice,nan_count,0,5119_5048_11_8_2022___14_2__door_choice_day_3.csv
16,5119,5048,3,door_choice,presses_reached_lever_2_count,1,5119_5048_11_8_2022___14_2__door_choice_day_3.csv
17,5119,5048,3,door_choice,lever_press_count,1,5119_5048_11_8_2022___14_2__door_choice_day_3.csv
18,5119,5048,3,door_choice,tone_start_door_1_open_count,1,5119_5048_11_8_2022___14_2__door_choice_day_3.csv
19,5119,5048,3,door_choice,tone_stop_door_1_open_count,1,5119_5048_11_8_2022___14_2__door_choice_day_3.csv
20,5119,5048,3,door_choice,open_start_door_1_count,1,5119_5048_11_8_2022___14_2__door_choice_day_3.csv
21,5119,5048,3,door_choice,open_finished_door_1_count,1,5119_5048_11_8_2022___14_2__door_choice_day_3.csv
22,5119,5048,3,door_choice,close_failure_door_1_count,1,5119_5048_11_8_2022___14_2__door_choice_day_3.csv
23,5119,5048,3,door_choice,nan_latency_mean,nan,5119_5048_11_8_2022___14_2__door_choice_day_3.csv
24,5119,5048,3,door_choice,nan_latency_median,nan,5119_5048_11_8_2022___14_2__door_choice_day_3.csv
25,5119,5048,3,door_choice,presses_reached_lever_2_latency_mean,0.08,5119_5048_11_8_2022___14_2__door_choice_day_3.csv
26,5119,5048,3,door_choice,presses_reached_lever_2_latency_median,0.08,5119_5048_11_8_2022___14_2__door_choice_day_3.csv
0,5119,5048,3,door_choice,trigger_count,1,5119_5048_11_8_2022___14_5__door_choice_day_3.csv
1,5119,5048,3,door_choice,close_start_door_1_count,1,5119_5048_11_8_2022___14_5__door_choice_day_3.csv
2,5119,5048,3,door_choice,lever_retracted_food_count,1,5119_5048_11_8_2022___14_5__door_choice_day_3.csv
3,5119,5048,3,door_choice,lever_retracted_lever_2_count,2,5119_5048_11_8_2022___14_5__door_choice_day_3.csv
4,5119,5048,3,door_choice,lever_retracted_lever_1_count,2,5119_5048_11_8_2022___14_5__door_choice_day_3.csv
5,5119,5048,3,door_choice,close_finished_door_1_count,1,5119_5048_11_8_2022___14_5__door_choice_day_3.csv
6,5119,5048,3,door_choice,close_start_door_2_count,1,5119_5048_11_8_2022___14_5__door_choice_day_3.csv
7,5119,5048,3,door_choice,close_finished_door_2_count,1,5119_5048_11_8_2022___14_5__door_choice_day_3.csv
8,5119,5048,3,door_choice,new_round_count,1,5119_5048_11_8_2022___14_5__door_choice_day_3.csv
9,5119,5048,3,door_choice,output_activated_count,2,5119_5048_11_8_2022___14_5__door_choice_day_3.csv
10,5119,5048,3,door_choice,tone_start_round_start_count,1,5119_5048_11_8_2022___14_5__door_choice_day_3.csv
11,5119,5048,3,door_choice,output_deactivated_count,2,5119_5048_11_8_2022___14_5__door_choice_day_3.csv
12,5119,5048,3,door_choice,tone_stop_round_start_count,1,5119_5048_11_8_2022___14_5__door_choice_day_3.csv
13,5119,5048,3,door_choice,lever_extended_lever_1_count,1,5119_5048_11_8_2022___14_5__door_choice_day_3.csv
14,5119,5048,3,door_choice,lever_extended_lever_2_count,1,5119_5048_11_8_2022___14_5__door_choice_day_3.csv
15,5119,5048,3,door_choice,nan_count,0,5119_5048_11_8_2022___14_5__door_choice_day_3.csv
16,5119,5048,3,door_choice,presses_reached_lever_1_count,1,5119_5048_11_8_2022___14_5__door_choice_day_3.csv
17,5119,5048,3,door_choice,lever_press_count,1,5119_5048_11_8_2022___14_5__door_choice_day_3.csv
18,5119,5048,3,door_choice,tone_start_door_2_open_count,1,5119_5048_11_8_2022___14_5__door_choice_day_3.csv
19,5119,5048,3,door_choice,tone_stop_door_2_open_count,1,5119_5048_11_8_2022___14_5__door_choice_day_3.csv
20,5119,5048,3,door_choice,open_start_door_2_count,1,5119_5048_11_8_2022___14_5__door_choice_day_3.csv
21,5119,5048,3,door_choice,open_finished_door_2_count,1,5119_5048_11_8_2022___14_5__door_choice_day_3.csv
22,5119,5048,3,door_choice,nan_latency_mean,nan,5119_5048_11_8_2022___14_5__door_choice_day_3.csv
23,5119,5048,3,door_choice,nan_latency_median,nan,5119_5048_11_8_2022___14_5__door_choice_day_3.csv
24,5119,5048,3,door_choice,presses_reached_lever_1_latency_mean,0.8,5119_5048_11_8_2022___14_5__door_choice_day_3.csv
25,5119,5048,3,door_choice,presses_reached_lever_1_latency_median,0.8,5119_5048_11_8_2022___14_5__door_choice_day_3.csv
0,5119,5048,3,door_choice,trigger_count,1,5119_5048_11_8_2022___14_6__door_choice_day_3.csv
1,5119,5048,3,door_choice,close_start_door_1_count,1,5119_5048_11_8_2022___14_6__door_choice_day_3.csv
2,5119,5048,3,door_choice,close_finished_door_1_count,1,5119_5048_11_8_2022___14_6__door_choice_day_3.csv
3,5119,5048,3,door_choice,close_start_door_2_count,1,5119_5048_11_8_2022___14_6__door_choice_day_3.csv
4,5119,5048,3,door_choice,lever_retracted_food_count,1,5119_5048_11_8_2022___14_6__door_choice_day_3.csv
5,5119,5048,3,door_choice,lever_retracted_lever_1_count,2,5119_5048_11_8_2022___14_6__door_choice_day_3.csv
6,5119,5048,3,door_choice,lever_retracted_lever_2_count,2,5119_5048_11_8_2022___14_6__door_choice_day_3.csv
7,5119,5048,3,door_choice,close_finished_door_2_count,1,5119_5048_11_8_2022___14_6__door_choice_day_3.csv
8,5119,5048,3,door_choice,new_round_count,1,5119_5048_11_8_2022___14_6__door_choice_day_3.csv
9,5119,5048,3,door_choice,output_activated_count,2,5119_5048_11_8_2022___14_6__door_choice_day_3.csv
10,5119,5048,3,door_choice,tone_start_round_start_count,1,5119_5048_11_8_2022___14_6__door_choice_day_3.csv
11,5119,5048,3,door_choice,output_deactivated_count,2,5119_5048_11_8_2022___14_6__door_choice_day_3.csv
12,5119,5048,3,door_choice,tone_stop_round_start_count,1,5119_5048_11_8_2022___14_6__door_choice_day_3.csv
13,5119,5048,3,door_choice,lever_extended_lever_1_count,1,5119_5048_11_8_2022___14_6__door_choice_day_3.csv
14,5119,5048,3,door_choice,lever_extended_lever_2_count,1,5119_5048_11_8_2022___14_6__door_choice_day_3.csv
15,5119,5048,3,door_choice,nan_count,0,5119_5048_11_8_2022___14_6__door_choice_day_3.csv
16,5119,5048,3,door_choice,presses_reached_lever_1_count,1,5119_5048_11_8_2022___14_6__door_choice_day_3.csv
17,5119,5048,3,door_choice,lever_press_count,1,5119_5048_11_8_2022___14_6__door_choice_day_3.csv
18,5119,5048,3,door_choice,tone_start_door_2_open_count,1,5119_5048_11_8_2022___14_6__door_choice_day_3.csv
19,5119,5048,3,door_choice,tone_stop_door_2_open_count,1,5119_5048_11_8_2022___14_6__door_choice_day_3.csv
20,5119,5048,3,door_choice,open_start_door_2_count,1,5119_5048_11_8_2022___14_6__door_choice_day_3.csv
21,5119,5048,3,door_choice,open_finished_door_2_count,1,5119_5048_11_8_2022___14_6__door_choice_day_3.csv
22,5119,5048,3,door_choice,nan_latency_mean,nan,5119_5048_11_8_2022___14_6__door_choice_day_3.csv
23,5119,5048,3,door_choice,nan_latency_median,nan,5119_5048_11_8_2022___14_6__door_choice_day_3.csv
24,5119,5048,3,door_choice,presses_reached_lever_1_latency_mean,0.88,5119_5048_11_8_2022___14_6__door_choice_day_3.csv
25,5119,5048,3,door_choice,presses_reached_lever_1_latency_median,0.88,5119_5048_11_8_2022___14_6__door_choice_day_3.csv
0,5119,5048,3,door_choice,trigger_count,1,5119_5048_11_8_2022___14_7__door_choice_day_3.csv
1,5119,5048,3,door_choice,close_start_door_1_count,1,5119_5048_11_8_2022___14_7__door_choice_day_3.csv
2,5119,5048,3,door_choice,close_finished_door_1_count,1,5119_5048_11_8_2022___14_7__door_choice_day_3.csv
3,5119,5048,3,door_choice,close_start_door_2_count,1,5119_5048_11_8_2022___14_7__door_choice_day_3.csv
4,5119,5048,3,door_choice,lever_retracted_food_count,1,5119_5048_11_8_2022___14_7__door_choice_day_3.csv
5,5119,5048,3,door_choice,lever_retracted_lever_2_count,2,5119_5048_11_8_2022___14_7__door_choice_day_3.csv
6,5119,5048,3,door_choice,lever_retracted_lever_1_count,2,5119_5048_11_8_2022___14_7__door_choice_day_3.csv
7,5119,5048,3,door_choice,close_finished_door_2_count,1,5119_5048_11_8_2022___14_7__door_choice_day_3.csv
8,5119,5048,3,door_choice,new_round_count,1,5119_5048_11_8_2022___14_7__door_choice_day_3.csv
9,5119,5048,3,door_choice,output_activated_count,2,5119_5048_11_8_2022___14_7__door_choice_day_3.csv
10,5119,5048,3,door_choice,tone_start_round_start_count,1,5119_5048_11_8_2022___14_7__door_choice_day_3.csv
11,5119,5048,3,door_choice,output_deactivated_count,2,5119_5048_11_8_2022___14_7__door_choice_day_3.csv
12,5119,5048,3,door_choice,tone_stop_round_start_count,1,5119_5048_11_8_2022___14_7__door_choice_day_3.csv
13,5119,5048,3,door_choice,lever_extended_lever_1_count,1,5119_5048_11_8_2022___14_7__door_choice_day_3.csv
14,5119,5048,3,door_choice,lever_extended_lever_2_count,1,5119_5048_11_8_2022___14_7__door_choice_day_3.csv
15,5119,5048,3,door_choice,nan_count,0,5119_5048_11_8_2022___14_7__door_choice_day_3.csv
16,5119,5048,3,door_choice,presses_reached_lever_1_count,1,5119_5048_11_8_2022___14_7__door_choice_day_3.csv
17,5119,5048,3,door_choice,lever_press_count,1,5119_5048_11_8_2022___14_7__door_choice_day_3.csv
18,5119,5048,3,door_choice,tone_start_door_2_open_count,1,5119_5048_11_8_2022___14_7__door_choice_day_3.csv
19,5119,5048,3,door_choice,tone_stop_door_2_open_count,1,5119_5048_11_8_2022___14_7__door_choice_day_3.csv
20,5119,5048,3,door_choice,open_start_door_2_count,1,5119_5048_11_8_2022___14_7__door_choice_day_3.csv
21,5119,5048,3,door_choice,open_finished_door_2_count,1,5119_5048_11_8_2022___14_7__door_choice_day_3.csv
22,5119,5048,3,door_choice,nan_latency_mean,nan,5119_5048_11_8_2022___14_7__door_choice_day_3.csv
23,5119,5048,3,door_choice,nan_latency_median,nan,5119_5048_11_8_2022___14_7__door_choice_day_3.csv
24,5119,5048,3,door_choice,presses_reached_lever_1_latency_mean,0.41,5119_5048_11_8_2022___14_7__door_choice_day_3.csv
25,5119,5048,3,door_choice,presses_reached_lever_1_latency_median,0.41,5119_5048_11_8_2022___14_7__door_choice_day_3.csv
0,5119,5050,5,door_train,trigger_count,1,5119_5050_10_31_2022___11_13__door_train_day_5.csv
1,5119,5050,5,door_train,close_start_door_1_count,5,5119_5050_10_31_2022___11_13__door_train_day_5.csv
2,5119,5050,5,door_train,close_finished_door_1_count,4,5119_5050_10_31_2022___11_13__door_train_day_5.csv
3,5119,5050,5,door_train,close_start_door_2_count,5,5119_5050_10_31_2022___11_13__door_train_day_5.csv
4,5119,5050,5,door_train,close_finished_door_2_count,5,5119_5050_10_31_2022___11_13__door_train_day_5.csv
5,5119,5050,5,door_train,new_round_count,8,5119_5050_10_31_2022___11_13__door_train_day_5.csv
6,5119,5050,5,door_train,output_activated_count,13,5119_5050_10_31_2022___11_13__door_train_day_5.csv
7,5119,5050,5,door_train,tone_start_round_start_count,8,5119_5050_10_31_2022___11_13__door_train_day_5.csv
8,5119,5050,5,door_train,output_deactivated_count,14,5119_5050_10_31_2022___11_13__door_train_day_5.csv
9,5119,5050,5,door_train,lever_retracted_food_count,1,5119_5050_10_31_2022___11_13__door_train_day_5.csv
10,5119,5050,5,door_train,lever_retracted_lever_2_count,5,5119_5050_10_31_2022___11_13__door_train_day_5.csv
11,5119,5050,5,door_train,lever_retracted_lever_1_count,5,5119_5050_10_31_2022___11_13__door_train_day_5.csv
12,5119,5050,5,door_train,lever_extended_lever_2_count,4,5119_5050_10_31_2022___11_13__door_train_day_5.csv
13,5119,5050,5,door_train,tone_stop_round_start_count,8,5119_5050_10_31_2022___11_13__door_train_day_5.csv
14,5119,5050,5,door_train,nan_count,0,5119_5050_10_31_2022___11_13__door_train_day_5.csv
15,5119,5050,5,door_train,presses_reached_lever_2_count,1,5119_5050_10_31_2022___11_13__door_train_day_5.csv
16,5119,5050,5,door_train,lever_press_count,5,5119_5050_10_31_2022___11_13__door_train_day_5.csv
17,5119,5050,5,door_train,tone_start_door_1_open_count,1,5119_5050_10_31_2022___11_13__door_train_day_5.csv
18,5119,5050,5,door_train,tone_stop_door_1_open_count,1,5119_5050_10_31_2022___11_13__door_train_day_5.csv
19,5119,5050,5,door_train,open_start_door_1_count,4,5119_5050_10_31_2022___11_13__door_train_day_5.csv
20,5119,5050,5,door_train,open_finished_door_1_count,4,5119_5050_10_31_2022___11_13__door_train_day_5.csv
21,5119,5050,5,door_train,door_1_open_|_beam_broken_door1_ir_count,4,5119_5050_10_31_2022___11_13__door_train_day_5.csv
22,5119,5050,5,door_train,beam_broken_door1_ir_count,22,5119_5050_10_31_2022___11_13__door_train_day_5.csv
23,5119,5050,5,door_train,beam_unbroken_door1_ir_count,22,5119_5050_10_31_2022___11_13__door_train_day_5.csv
24,5119,5050,5,door_train,close_failure_door_1_count,1,5119_5050_10_31_2022___11_13__door_train_day_5.csv
25,5119,5050,5,door_train,lever_extended_lever_1_count,4,5119_5050_10_31_2022___11_13__door_train_day_5.csv
26,5119,5050,5,door_train,presses_reached_lever_1_count,4,5119_5050_10_31_2022___11_13__door_train_day_5.csv
27,5119,5050,5,door_train,tone_start_door_2_open_count,4,5119_5050_10_31_2022___11_13__door_train_day_5.csv
