round,event,time,phase initialized,phase submitted,latency,duration,modifiers,round timestamp initialized
3,lever_extended_lever_1,35.2,levers_out,levers_out,,,ID:lever_1|,3
3,lever_extended_lever_2,35.2,levers_out,levers_out,,,ID:lever_2|,3
3,tone_stop_round_start,35.44,levers_out,levers_out,,,ID:speaker|,3
3,lever_retracted_lever_1,39.86,ITI,ITI,,,ID:lever_1|,3
3,lever_retracted_lever_2,39.86,ITI,ITI,,,ID:lever_2|,3
4,new_round,42.49,levers_out,levers_out,,,ID:round_LED|,4
4,tone_start_round_start,42.53,levers_out,levers_out,,,ID:speaker|,4
4,output_activated,42.54,levers_out,levers_out,,,ID:round_LED|,4
4,output_deactivated,43.04,levers_out,levers_out,,,ID:round_LED|,4
4,lever_extended_lever_2,43.34,levers_out,levers_out,,,ID:lever_2|,4
4,lever_extended_lever_1,43.35,levers_out,levers_out,,,ID:lever_1|,4
4,tone_stop_round_start,43.56,levers_out,levers_out,,,ID:speaker|,4
4,,47.12,levers_out,levers_out,4.64,,n_presses:1|,4
4,presses_reached_lever_2,47.12,levers_out,levers_out,4.64,,n_presses:1|,4
4,lever_press,47.12,levers_out,levers_out,,,ID:event_LED|,4
4,output_activated,47.13,levers_out,levers_out,,,ID:event_LED|,4
4,tone_start_door_1_open,47.18,levers_out,levers_out,,,ID:speaker|,4
4,output_deactivated,47.48,levers_out,levers_out,,,ID:event_LED|,4
4,lever_retracted_lever_1,47.6,levers_out,levers_out,,,ID:lever_1|,4
4,lever_retracted_lever_2,47.75,levers_out,levers_out,,,ID:lever_2|,4
4,tone_stop_door_1_open,48.19,levers_out,levers_out,,,ID:speaker|,4
4,open_start_door_1,50.14,reward_phase,reward_phase,,,ID:door_1|,4
4,open_finished_door_1,51.75,reward_phase,reward_phase,,,ID:door_1|,4
4,close_start_door_1,55.19,reward_phase,reward_phase,,,ID:door_1|,4
4,close_finished_door_1,57.06,reward_phase,reward_phase,,,ID:door_1|,4
5,new_round,63.78,levers_out,levers_out,,,ID:round_LED|,5
5,tone_start_round_start,63.78,levers_out,levers_out,,,ID:speaker|,5
5,output_activated,63.79,levers_out,levers_out,,,ID:round_LED|,5
5,tone_start_door_1_open,63.86,levers_out,levers_out,,,ID:speaker|,5
5,output_deactivated,64.29,levers_out,levers_out,,,ID:round_LED|,5
5,lever_retracted_lever_2,64.86,levers_out,levers_out,,,ID:lever_2|,5
5,tone_stop_round_start,64.87,levers_out,levers_out,,,ID:speaker|,5
5,tone_stop_door_1_open,64.87,levers_out,levers_out,,,ID:speaker|,5
5,lever_retracted_lever_1,64.89,levers_out,levers_out,,,ID:lever_1|,5
5,lever_extended_lever_1,65.22,levers_out,levers_out,,,ID:lever_1|,5
5,lever_extended_lever_2,65.25,levers_out,levers_out,,,ID:lever_2|,5
5,open_start_door_1,66.94,reward_phase,reward_phase,,,ID:door_1|,5
5,lever_retracted_lever_1,67.46,reward_phase,reward_phase,,,ID:lever_1|,5
5,lever_retracted_lever_2,67.47,reward_phase,reward_phase,,,ID:lever_2|,5
5,open_finished_door_1,68.55,reward_phase,reward_phase,,,ID:door_1|,5
5,close_start_door_1,71.87,reward_phase,reward_phase,,,ID:door_1|,5
5,close_finished_door_1,73.78,reward_phase,reward_phase,,,ID:door_1|,5
6,new_round,86.61,levers_out,levers_out,,,ID:round_LED|,6
6,output_activated,86.61,levers_out,levers_out,,,ID:round_LED|,6
6,tone_start_round_start,86.64,levers_out,levers_out,,,ID:speaker|,6
6,output_deactivated,87.11,levers_out,levers_out,,,ID:round_LED|,6
6,lever_extended_lever_2,87.37,levers_out,levers_out,,,ID:lever_2|,6
6,lever_extended_lever_1,87.37,levers_out,levers_out,,,ID:lever_1|,6
6,tone_stop_round_start,87.64,levers_out,levers_out,,,ID:speaker|,6
6,lever_retracted_lever_1,92.06,ITI,ITI,,,ID:lever_1|,6
6,lever_retracted_lever_2,92.06,ITI,ITI,,,ID:lever_2|,6
7,new_round,94.7,levers_out,levers_out,,,ID:round_LED|,7
7,output_activated,94.71,levers_out,levers_out,,,ID:round_LED|,7
7,tone_start_round_start,94.74,levers_out,levers_out,,,ID:speaker|,7
7,output_deactivated,95.25,levers_out,levers_out,,,ID:round_LED|,7
7,lever_extended_lever_2,95.52,levers_out,levers_out,,,ID:lever_2|,7
7,lever_extended_lever_1,95.53,levers_out,levers_out,,,ID:lever_1|,7
7,tone_stop_round_start,95.76,levers_out,levers_out,,,ID:speaker|,7
7,lever_retracted_lever_1,100.15,ITI,ITI,,,ID:lever_1|,7
7,lever_retracted_lever_2,100.15,ITI,ITI,,,ID:lever_2|,7
8,new_round,102.8,levers_out,levers_out,,,ID:round_LED|,8
8,tone_start_round_start,102.8,levers_out,levers_out,,,ID:speaker|,8
8,output_activated,102.82,levers_out,levers_out,,,ID:round_LED|,8
8,output_deactivated,103.35,levers_out,levers_out,,,ID:round_LED|,8
8,lever_extended_lever_1,103.64,levers_out,levers_out,,,ID:lever_1|,8
8,lever_extended_lever_2,103.65,levers_out,levers_out,,,ID:lever_2|,8
8,tone_stop_round_start,103.83,levers_out,levers_out,,,ID:speaker|,8
8,,105.8,levers_out,levers_out,3.01,,n_presses:1|,8
8,presses_reached_lever_1,105.8,levers_out,levers_out,3.01,,n_presses:1|,8
8,lever_press,105.8,levers_out,levers_out,,,ID:event_LED|,8
8,output_activated,105.81,levers_out,levers_out,,,ID:event_LED|,8
8,tone_start_door_2_open,105.86,levers_out,levers_out,,,ID:speaker|,8
8,output_deactivated,106.17,levers_out,levers_out,,,ID:event_LED|,8
8,lever_retracted_lever_2,106.27,levers_out,levers_out,,,ID:lever_2|,8
8,lever_retracted_lever_1,106.58,levers_out,levers_out,,,ID:lever_1|,8
8,tone_stop_door_2_open,106.87,levers_out,levers_out,,,ID:speaker|,8
8,open_start_door_2,108.83,reward_phase,reward_phase,,,ID:door_2|,8
8,open_finished_door_2,110.44,reward_phase,reward_phase,,,ID:door_2|,8
8,close_start_door_2,113.87,reward_phase,reward_phase,,,ID:door_2|,8
8,close_finished_door_2,115.49,reward_phase,reward_phase,,,ID:door_2|,8
