round,event,time,phase initialized,phase submitted,latency,duration,modifiers,round timestamp initialized
0,trigger,0.0,setup_phase,setup_phase,,,ID:miniscope_trigger|,0
0,close_start_door_1,0.02,setup_phase,setup_phase,,,ID:door_1|,0
0,close_finished_door_1,0.03,setup_phase,setup_phase,,,ID:door_1|,0
0,close_start_door_2,0.05,setup_phase,setup_phase,,,ID:door_2|,0
0,close_finished_door_2,0.08,setup_phase,setup_phase,,,ID:door_2|,0
1,new_round,0.11,setup_phase,setup_phase,,,ID:round_LED|,1
1,output_activated,0.24,lever_2_out,lever_2_out,,,ID:round_LED|,1
1,tone_start_round_start,0.29,lever_2_out,lever_2_out,,,ID:speaker|,1
0,lever_retracted_food,0.73,setup_phase,lever_2_out,,,ID:food|,0
0,lever_retracted_lever_1,0.76,setup_phase,lever_2_out,,,ID:lever_1|,0
0,lever_retracted_lever_2,0.77,setup_phase,lever_2_out,,,ID:lever_2|,0
1,output_deactivated,0.78,lever_2_out,lever_2_out,,,ID:round_LED|,1
1,lever_extended_lever_2,1.14,lever_2_out,lever_2_out,,,ID:lever_2|,1
1,tone_stop_round_start,1.33,lever_2_out,lever_2_out,,,ID:speaker|,1
1,,6.65,lever_2_out,lever_2_out,6.51,,n_presses:1|,1
1,presses_reached_lever_2,6.65,lever_2_out,lever_2_out,6.51,,n_presses:1|,1
1,lever_press,6.65,lever_2_out,lever_2_out,,,ID:event_LED|,1
1,output_activated,6.65,lever_2_out,lever_2_out,,,ID:event_LED|,1
1,tone_start_door_1_open,6.7,lever_2_out,lever_2_out,,,ID:speaker|,1
1,output_deactivated,7.0,lever_2_out,lever_2_out,,,ID:event_LED|,1
1,tone_stop_door_1_open,7.72,lever_2_out,lever_2_out,,,ID:speaker|,1
1,lever_retracted_lever_2,9.1,lever_2_out,lever_2_out,,,ID:lever_2|,1
1,open_start_door_1,10.69,reward_phase,reward_phase,,,ID:door_1|,1
1,open_finished_door_1,12.29,reward_phase,reward_phase,,,ID:door_1|,1
1,door_1_open_|_beam_broken_door1_ir,12.85,reward_phase,reward_phase,2.17,,beam_ID:door1_ir|,1
1,beam_broken_door1_ir,12.85,reward_phase,reward_phase,,,ID:door1_ir|,1
1,beam_unbroken_door1_ir,13.34,reward_phase,reward_phase,,,ID:door1_ir|,1
1,beam_broken_door1_ir,20.07,reward_phase,reward_phase,,,ID:door1_ir|,1
1,beam_unbroken_door1_ir,20.58,reward_phase,reward_phase,,,ID:door1_ir|,1
1,beam_broken_door1_ir,20.65,reward_phase,reward_phase,,,ID:door1_ir|,1
