FR|1,day|2,delay|2,experiment|autotrain_contingent,output_path|/home/pi/miniscope_operant_dec_2022/output/,title|nan,vole|5113,vole_2|0
4,lever_retracted_food,107.963,lever_out,lever_out,,,ID:food|,4
4,tone_stop_pellet_tone,108.451,lever_out,lever_out,,,ID:speaker|,4
4,pellet_dispense_dispenser,113.028,ITI,ITI,,,ID:dispenser|,4
4,pellet_retrieved,116.336,ITI,ITI,3.308,,,4
4,pellet_retrieved,116.337,ITI,ITI,,,ID:event_LED|,4
4,output_activated,116.338,ITI,ITI,,,ID:event_LED|,4
4,output_deactivated,117.04,ITI,ITI,,,ID:event_LED|,4
5,new_round,139.421,lever_out,lever_out,,,ID:round_LED|,5
5,output_activated,139.422,lever_out,lever_out,,,ID:round_LED|,5
5,tone_start_round_start,139.439,lever_out,lever_out,,,ID:speaker|,5
5,output_deactivated,139.924,lever_out,lever_out,,,ID:round_LED|,5
5,tone_stop_round_start,140.445,lever_out,lever_out,,,ID:speaker|,5
5,lever_extended_food,141.327,lever_out,lever_out,,,ID:food|,5
5,lever_pressed_food,142.008,lever_out,lever_out,,,ID:food|total_presses:5|,5
5,lever_extended_food_|_lever_pressed_food,142.008,lever_out,lever_out,1.079,,n_presses:1|,5
5,presses_reached_food,142.008,lever_out,lever_out,1.079,,n_presses:1|,5
5,lever_press_food,142.008,lever_out,lever_out,,,ID:event_LED|,5
5,output_activated,142.011,lever_out,lever_out,,,ID:event_LED|,5
5,tone_start_pellet_tone,142.013,lever_out,lever_out,,,ID:speaker|,5
5,output_deactivated,142.362,lever_out,lever_out,,,ID:event_LED|,5
5,lever_retracted_food,142.558,lever_out,lever_out,,,ID:food|,5
5,tone_stop_pellet_tone,143.018,lever_out,lever_out,,,ID:speaker|,5
5,pellet_dispense_dispenser,147.679,ITI,ITI,,,ID:dispenser|,5
5,pellet_retrieved,147.731,ITI,ITI,0.051,,,5
5,pellet_retrieved,147.732,ITI,ITI,,,ID:event_LED|,5
5,output_activated,147.733,ITI,ITI,,,ID:event_LED|,5
5,output_deactivated,148.435,ITI,ITI,,,ID:event_LED|,5
6,new_round,174.023,lever_out,lever_out,,,ID:round_LED|,6
6,output_activated,174.024,lever_out,lever_out,,,ID:round_LED|,6
6,tone_start_round_start,174.063,lever_out,lever_out,,,ID:speaker|,6
6,output_deactivated,174.526,lever_out,lever_out,,,ID:round_LED|,6
6,tone_stop_round_start,175.068,lever_out,lever_out,,,ID:speaker|,6
6,lever_extended_food,175.929,lever_out,lever_out,,,ID:food|,6
6,lever_pressed_food,178.495,lever_out,lever_out,,,ID:food|total_presses:6|,6
6,lever_extended_food_|_lever_pressed_food,178.495,lever_out,lever_out,2.966,,n_presses:1|,6
6,presses_reached_food,178.496,lever_out,lever_out,2.966,,n_presses:1|,6
6,lever_press_food,178.497,lever_out,lever_out,,,ID:event_LED|,6
6,output_activated,178.5,lever_out,lever_out,,,ID:event_LED|,6
6,tone_start_pellet_tone,178.504,lever_out,lever_out,,,ID:speaker|,6
6,output_deactivated,178.852,lever_out,lever_out,,,ID:event_LED|,6
6,lever_retracted_food,179.052,lever_out,lever_out,,,ID:food|,6
6,tone_stop_pellet_tone,179.51,lever_out,lever_out,,,ID:speaker|,6
6,pellet_dispense_dispenser,182.263,ITI,ITI,,,ID:dispenser|,6
6,pellet_retrieved,182.314,ITI,ITI,0.051,,,6
6,pellet_retrieved,182.315,ITI,ITI,,,ID:event_LED|,6
6,output_activated,182.316,ITI,ITI,,,ID:event_LED|,6
6,output_deactivated,183.017,ITI,ITI,,,ID:event_LED|,6
7,new_round,210.513,lever_out,lever_out,,,ID:round_LED|,7
7,output_activated,210.514,lever_out,lever_out,,,ID:round_LED|,7
7,tone_start_round_start,210.547,lever_out,lever_out,,,ID:speaker|,7
7,output_deactivated,211.017,lever_out,lever_out,,,ID:round_LED|,7
7,tone_stop_round_start,211.553,lever_out,lever_out,,,ID:speaker|,7
7,lever_extended_food,212.403,lever_out,lever_out,,,ID:food|,7
7,lever_pressed_food,213.479,lever_out,lever_out,,,ID:food|total_presses:7|,7
7,lever_extended_food_|_lever_pressed_food,213.48,lever_out,lever_out,1.457,,n_presses:1|,7
7,presses_reached_food,213.48,lever_out,lever_out,1.458,,n_presses:1|,7
7,lever_press_food,213.48,lever_out,lever_out,,,ID:event_LED|,7
7,output_activated,213.483,lever_out,lever_out,,,ID:event_LED|,7
7,tone_start_pellet_tone,213.522,lever_out,lever_out,,,ID:speaker|,7
7,output_deactivated,213.835,lever_out,lever_out,,,ID:event_LED|,7
7,lever_retracted_food,213.987,lever_out,lever_out,,,ID:food|,7
7,tone_stop_pellet_tone,214.527,lever_out,lever_out,,,ID:speaker|,7
7,pellet_dispense_dispenser,217.545,ITI,ITI,,,ID:dispenser|,7
7,pellet_retrieved,217.948,ITI,ITI,0.402,,,7
7,pellet_retrieved,217.948,ITI,ITI,,,ID:event_LED|,7
7,output_activated,217.95,ITI,ITI,,,ID:event_LED|,7
7,output_deactivated,218.651,ITI,ITI,,,ID:event_LED|,7
8,new_round,245.495,lever_out,lever_out,,,ID:round_LED|,8
8,output_activated,245.496,lever_out,lever_out,,,ID:round_LED|,8
8,tone_start_round_start,245.518,lever_out,lever_out,,,ID:speaker|,8
8,output_deactivated,245.997,lever_out,lever_out,,,ID:round_LED|,8
8,tone_stop_round_start,246.522,lever_out,lever_out,,,ID:speaker|,8
8,lever_extended_food,247.391,lever_out,lever_out,,,ID:food|,8
8,lever_pressed_food,247.929,lever_out,lever_out,,,ID:food|total_presses:8|,8
8,lever_extended_food_|_lever_pressed_food,247.929,lever_out,lever_out,0.927,,n_presses:1|,8
8,presses_reached_food,247.929,lever_out,lever_out,0.928,,n_presses:1|,8
8,lever_press_food,247.929,lever_out,lever_out,,,ID:event_LED|,8
8,output_activated,247.931,lever_out,lever_out,,,ID:event_LED|,8
8,tone_start_pellet_tone,247.935,lever_out,lever_out,,,ID:speaker|,8
8,output_deactivated,248.283,lever_out,lever_out,,,ID:event_LED|,8
8,lever_retracted_food,248.478,lever_out,lever_out,,,ID:food|,8
8,tone_stop_pellet_tone,248.94,lever_out,lever_out,,,ID:speaker|,8
8,pellet_dispense_dispenser,250.991,ITI,ITI,,,ID:dispenser|,8
8,pellet_retrieved,254.098,ITI,ITI,3.107,,,8
8,pellet_retrieved,254.099,ITI,ITI,,,ID:event_LED|,8
8,output_activated,254.1,ITI,ITI,,,ID:event_LED|,8
8,output_deactivated,254.801,ITI,ITI,,,ID:event_LED|,8
9,new_round,279.938,lever_out,lever_out,,,ID:round_LED|,9
9,output_activated,279.939,lever_out,lever_out,,,ID:round_LED|,9
9,tone_start_round_start,279.944,lever_out,lever_out,,,ID:speaker|,9
9,output_deactivated,280.441,lever_out,lever_out,,,ID:round_LED|,9
9,tone_stop_round_start,280.948,lever_out,lever_out,,,ID:speaker|,9
9,lever_extended_food,281.828,lever_out,lever_out,,,ID:food|,9
9,lever_pressed_food,282.358,lever_out,lever_out,,,ID:food|total_presses:9|,9
9,lever_extended_food_|_lever_pressed_food,282.358,lever_out,lever_out,0.911,,n_presses:1|,9
9,presses_reached_food,282.358,lever_out,lever_out,0.912,,n_presses:1|,9
9,lever_press_food,282.358,lever_out,lever_out,,,ID:event_LED|,9
9,output_activated,282.359,lever_out,lever_out,,,ID:event_LED|,9
9,tone_start_pellet_tone,282.362,lever_out,lever_out,,,ID:speaker|,9
9,output_deactivated,282.71,lever_out,lever_out,,,ID:event_LED|,9
9,lever_retracted_food,282.957,lever_out,lever_out,,,ID:food|,9
9,tone_stop_pellet_tone,283.367,lever_out,lever_out,,,ID:speaker|,9
9,pellet_dispense_dispenser,285.471,ITI,ITI,,,ID:dispenser|,9
9,pellet_retrieved,285.872,ITI,ITI,0.401,,,9
9,pellet_retrieved,285.873,ITI,ITI,,,ID:event_LED|,9
9,output_activated,285.874,ITI,ITI,,,ID:event_LED|,9
9,output_deactivated,286.576,ITI,ITI,,,ID:event_LED|,9
10,new_round,314.37,lever_out,lever_out,,,ID:round_LED|,10
10,output_activated,314.371,lever_out,lever_out,,,ID:round_LED|,10
10,tone_start_round_start,314.394,lever_out,lever_out,,,ID:speaker|,10
10,output_deactivated,314.873,lever_out,lever_out,,,ID:round_LED|,10
10,tone_stop_round_start,315.399,lever_out,lever_out,,,ID:speaker|,10
10,lever_extended_food,316.275,lever_out,lever_out,,,ID:food|,10
10,lever_pressed_food,325.346,lever_out,lever_out,,,ID:food|total_presses:10|,10
10,lever_extended_food_|_lever_pressed_food,325.347,lever_out,lever_out,9.469,,n_presses:1|,10
10,presses_reached_food,325.347,lever_out,lever_out,9.469,,n_presses:1|,10
10,lever_press_food,325.35,lever_out,lever_out,,,ID:event_LED|,10
10,output_activated,325.351,lever_out,lever_out,,,ID:event_LED|,10
10,tone_start_pellet_tone,325.358,lever_out,lever_out,,,ID:speaker|,10
10,output_deactivated,325.703,lever_out,lever_out,,,ID:event_LED|,10
10,tone_stop_pellet_tone,326.363,lever_out,lever_out,,,ID:speaker|,10
10,lever_retracted_food,326.756,lever_out,lever_out,,,ID:food|,10
10,pellet_dispense_dispenser,328.462,ITI,ITI,,,ID:dispenser|,10
10,pellet_retrieved,330.819,ITI,ITI,2.357,,,10
10,pellet_retrieved,330.82,ITI,ITI,,,ID:event_LED|,10
10,output_activated,330.821,ITI,ITI,,,ID:event_LED|,10
10,output_deactivated,331.524,ITI,ITI,,,ID:event_LED|,10
11,new_round,357.361,lever_out,lever_out,,,ID:round_LED|,11
11,output_activated,357.362,lever_out,lever_out,,,ID:round_LED|,11
11,tone_start_round_start,357.406,lever_out,lever_out,,,ID:speaker|,11
11,output_deactivated,357.864,lever_out,lever_out,,,ID:round_LED|,11
11,tone_stop_round_start,358.41,lever_out,lever_out,,,ID:speaker|,11
11,lever_pressed_food,359.087,lever_out,lever_out,,,ID:food|total_presses:11|,11
11,lever_extended_food_|_lever_pressed_food,359.088,lever_out,lever_out,0.22,,n_presses:1|,11
11,presses_reached_food,359.088,lever_out,lever_out,0.22,,n_presses:1|,11
11,lever_press_food,359.089,lever_out,lever_out,,,ID:event_LED|,11
11,output_activated,359.099,lever_out,lever_out,,,ID:event_LED|,11
11,tone_start_pellet_tone,359.118,lever_out,lever_out,,,ID:speaker|,11
11,lever_extended_food,359.28,lever_out,lever_out,,,ID:food|,11
11,output_deactivated,359.451,lever_out,lever_out,,,ID:event_LED|,11
11,lever_retracted_food,360.042,lever_out,lever_out,,,ID:food|,11
11,tone_stop_pellet_tone,360.124,lever_out,lever_out,,,ID:speaker|,11
11,pellet_dispense_dispenser,361.749,ITI,ITI,,,ID:dispenser|,11
11,pellet_retrieved,362.452,ITI,ITI,0.703,,,11
11,pellet_retrieved,362.453,ITI,ITI,,,ID:event_LED|,11
11,output_activated,362.454,ITI,ITI,,,ID:event_LED|,11
11,output_deactivated,363.156,ITI,ITI,,,ID:event_LED|,11
12,new_round,391.099,lever_out,lever_out,,,ID:round_LED|,12
12,output_activated,391.1,lever_out,lever_out,,,ID:round_LED|,12
12,tone_start_round_start,391.102,lever_out,lever_out,,,ID:speaker|,12
12,output_deactivated,391.602,lever_out,lever_out,,,ID:round_LED|,12
12,tone_stop_round_start,392.106,lever_out,lever_out,,,ID:speaker|,12
12,lever_extended_food,392.983,lever_out,lever_out,,,ID:food|,12
12,lever_pressed_food,394.438,lever_out,lever_out,,,ID:food|total_presses:12|,12
12,lever_extended_food_|_lever_pressed_food,394.438,lever_out,lever_out,1.832,,n_presses:1|,12
12,presses_reached_food,394.439,lever_out,lever_out,1.833,,n_presses:1|,12
12,lever_press_food,394.44,lever_out,lever_out,,,ID:event_LED|,12
12,output_activated,394.441,lever_out,lever_out,,,ID:event_LED|,12
12,tone_start_pellet_tone,394.476,lever_out,lever_out,,,ID:speaker|,12
12,output_deactivated,394.792,lever_out,lever_out,,,ID:event_LED|,12
12,lever_retracted_food,394.985,lever_out,lever_out,,,ID:food|,12
12,tone_stop_pellet_tone,395.481,lever_out,lever_out,,,ID:speaker|,12
12,pellet_dispense_dispenser,397.85,ITI,ITI,,,ID:dispenser|,12
12,pellet_retrieved,398.452,ITI,ITI,0.602,,,12
12,pellet_retrieved,398.453,ITI,ITI,,,ID:event_LED|,12
12,output_activated,398.455,ITI,ITI,,,ID:event_LED|,12
12,output_deactivated,399.156,ITI,ITI,,,ID:event_LED|,12
13,new_round,426.549,lever_out,lever_out,,,ID:round_LED|,13
13,output_activated,426.55,lever_out,lever_out,,,ID:round_LED|,13
13,tone_start_round_start,426.592,lever_out,lever_out,,,ID:speaker|,13
13,output_deactivated,427.052,lever_out,lever_out,,,ID:round_LED|,13
13,tone_stop_round_start,427.597,lever_out,lever_out,,,ID:speaker|,13
13,lever_extended_food,428.457,lever_out,lever_out,,,ID:food|,13
13,lever_pressed_food,429.453,lever_out,lever_out,,,ID:food|total_presses:13|,13
13,lever_extended_food_|_lever_pressed_food,429.454,lever_out,lever_out,1.398,,n_presses:1|,13
13,presses_reached_food,429.454,lever_out,lever_out,1.398,,n_presses:1|,13
13,lever_press_food,429.454,lever_out,lever_out,,,ID:event_LED|,13
13,output_activated,429.457,lever_out,lever_out,,,ID:event_LED|,13
13,tone_start_pellet_tone,429.472,lever_out,lever_out,,,ID:speaker|,13
13,output_deactivated,429.808,lever_out,lever_out,,,ID:event_LED|,13
13,lever_retracted_food,429.961,lever_out,lever_out,,,ID:food|,13
13,tone_stop_pellet_tone,430.479,lever_out,lever_out,,,ID:speaker|,13
13,pellet_dispense_dispenser,432.216,ITI,ITI,,,ID:dispenser|,13
13,pellet_retrieved,433.018,ITI,ITI,0.802,,,13
13,pellet_retrieved,433.019,ITI,ITI,,,ID:event_LED|,13
13,output_activated,433.02,ITI,ITI,,,ID:event_LED|,13
13,output_deactivated,433.722,ITI,ITI,,,ID:event_LED|,13
14,new_round,461.471,lever_out,lever_out,,,ID:round_LED|,14
14,output_activated,461.473,lever_out,lever_out,,,ID:round_LED|,14
14,tone_start_round_start,461.497,lever_out,lever_out,,,ID:speaker|,14
14,output_deactivated,461.974,lever_out,lever_out,,,ID:round_LED|,14
14,tone_stop_round_start,462.501,lever_out,lever_out,,,ID:speaker|,14
14,lever_extended_food,463.38,lever_out,lever_out,,,ID:food|,14
14,lever_pressed_food,464.054,lever_out,lever_out,,,ID:food|total_presses:14|,14
14,lever_extended_food_|_lever_pressed_food,464.055,lever_out,lever_out,1.077,,n_presses:1|,14
14,presses_reached_food,464.055,lever_out,lever_out,1.077,,n_presses:1|,14
14,lever_press_food,464.058,lever_out,lever_out,,,ID:event_LED|,14
14,output_activated,464.06,lever_out,lever_out,,,ID:event_LED|,14
14,tone_start_pellet_tone,464.067,lever_out,lever_out,,,ID:speaker|,14
14,output_deactivated,464.411,lever_out,lever_out,,,ID:event_LED|,14
14,lever_retracted_food,464.559,lever_out,lever_out,,,ID:food|,14
14,tone_stop_pellet_tone,465.072,lever_out,lever_out,,,ID:speaker|,14
14,pellet_dispense_dispenser,467.318,ITI,ITI,,,ID:dispenser|,14
14,pellet_retrieved,469.074,ITI,ITI,1.755,,,14
14,pellet_retrieved,469.075,ITI,ITI,,,ID:event_LED|,14
14,output_activated,469.076,ITI,ITI,,,ID:event_LED|,14
14,output_deactivated,469.778,ITI,ITI,,,ID:event_LED|,14
15,new_round,496.067,lever_out,lever_out,,,ID:round_LED|,15
15,output_activated,496.069,lever_out,lever_out,,,ID:round_LED|,15
15,tone_start_round_start,496.099,lever_out,lever_out,,,ID:speaker|,15
15,output_deactivated,496.57,lever_out,lever_out,,,ID:round_LED|,15
15,tone_stop_round_start,497.104,lever_out,lever_out,,,ID:speaker|,15
15,lever_extended_food,497.972,lever_out,lever_out,,,ID:food|,15
15,lever_retracted_food,556.516,ITI,ITI,,,ID:food|,15
15,output_deactivated,586.07,ITI,ITI,,,ID:miniscope_trigger|,15
