FR|1,day|1,delay|0,experiment|door_train_contingent,output_path|/home/pi/miniscope_operant_dec_2022/output/,title|nan,vole|5116,vole_2|5056
round,event,time,phase initialized,phase submitted,latency,duration,modifiers,round timestamp initialized
0,trigger,0.003,setup_phase,setup_phase,,,ID:miniscope_trigger|,0
0,close_start_door_1,0.038,setup_phase,setup_phase,,,ID:door_1|,0
0,close_finished_door_1,0.143,setup_phase,setup_phase,,,ID:door_1|,0
0,close_start_door_2,0.17,setup_phase,setup_phase,,,ID:door_2|,0
0,close_finished_door_2,0.185,setup_phase,setup_phase,,,ID:door_2|,0
0,lever_retracted_food,0.565,setup_phase,setup_phase,,,ID:food|,0
0,lever_retracted_lever_1,0.599,setup_phase,setup_phase,,,ID:lever_1|,0
0,lever_retracted_lever_2,0.602,setup_phase,setup_phase,,,ID:lever_2|,0
1,new_round,0.709,setup_phase,setup_phase,,,ID:round_LED|,1
1,output_activated,0.71,lever_2_out,lever_2_out,,,ID:round_LED|,1
1,tone_start_round_start,0.738,lever_2_out,lever_2_out,,,ID:speaker|,1
1,output_deactivated,1.212,lever_2_out,lever_2_out,,,ID:round_LED|,1
1,tone_stop_round_start,1.741,lever_2_out,lever_2_out,,,ID:speaker|,1
1,lever_pressed_lever_2,2.453,lever_2_out,lever_2_out,,,ID:lever_2|total_presses:1|,1
1,lever_extended_lever_2_|_lever_pressed_lever_2,2.453,lever_2_out,lever_2_out,0.234,,n_presses:1|,1
1,presses_reached_lever_2,2.454,lever_2_out,lever_2_out,0.235,,n_presses:1|,1
1,lever_press,2.454,lever_2_out,lever_2_out,,,ID:event_LED|,1
1,tone_start_door_1_open,2.509,lever_2_out,lever_2_out,,,ID:speaker|,1
1,output_activated,2.558,lever_2_out,lever_2_out,,,ID:event_LED|,1
1,lever_extended_lever_2,2.726,lever_2_out,lever_2_out,,,ID:lever_2|,1
1,output_deactivated,2.91,lever_2_out,lever_2_out,,,ID:event_LED|,1
1,lever_retracted_lever_2,3.008,lever_2_out,lever_2_out,,,ID:lever_2|,1
1,open_start_door_1,3.494,reward_phase,reward_phase,,,ID:door_1|,1
1,tone_stop_door_1_open,3.532,reward_phase,reward_phase,,,ID:speaker|,1
1,open_finished_door_1,5.098,reward_phase,reward_phase,,,ID:door_1|,1
1,door_1_open_|_beam_broken_door1_ir,5.881,reward_phase,reward_phase,2.39,,beam_ID:door1_ir|,1
1,beam_broken_door1_ir,5.882,reward_phase,reward_phase,,,ID:door1_ir|,1
1,beam_unbroken_door1_ir,6.383,reward_phase,reward_phase,,,ID:door1_ir|,1
1,beam_broken_door1_ir,9.335,reward_phase,reward_phase,,,ID:door1_ir|,1
1,beam_unbroken_door1_ir,9.356,reward_phase,reward_phase,,,ID:door1_ir|,1
1,beam_broken_door1_ir,9.377,reward_phase,reward_phase,,,ID:door1_ir|,1
1,beam_unbroken_door1_ir,9.401,reward_phase,reward_phase,,,ID:door1_ir|,1
1,beam_broken_door1_ir,9.886,reward_phase,reward_phase,,,ID:door1_ir|,1
1,beam_unbroken_door1_ir,9.916,reward_phase,reward_phase,,,ID:door1_ir|,1
1,beam_broken_door1_ir,10.291,reward_phase,reward_phase,,,ID:door1_ir|,1
1,beam_unbroken_door1_ir,10.298,reward_phase,reward_phase,,,ID:door1_ir|,1
1,beam_broken_door1_ir,10.36,reward_phase,reward_phase,,,ID:door1_ir|,1
1,beam_unbroken_door1_ir,10.874,reward_phase,reward_phase,,,ID:door1_ir|,1
1,beam_broken_door1_ir,12.363,reward_phase,reward_phase,,,ID:door1_ir|,1
1,beam_unbroken_door1_ir,12.667,reward_phase,reward_phase,,,ID:door1_ir|,1
1,beam_broken_door1_ir,20.942,reward_phase,reward_phase,,,ID:door1_ir|,1
1,beam_unbroken_door1_ir,21.385,reward_phase,reward_phase,,,ID:door1_ir|,1
1,beam_broken_door1_ir,22.181,reward_phase,reward_phase,,,ID:door1_ir|,1
1,beam_unbroken_door1_ir,22.246,reward_phase,reward_phase,,,ID:door1_ir|,1
1,beam_broken_door1_ir,22.428,reward_phase,reward_phase,,,ID:door1_ir|,1
1,beam_unbroken_door1_ir,22.483,reward_phase,reward_phase,,,ID:door1_ir|,1
1,beam_broken_door1_ir,22.662,reward_phase,reward_phase,,,ID:door1_ir|,1
1,beam_unbroken_door1_ir,23.528,reward_phase,reward_phase,,,ID:door1_ir|,1
1,beam_broken_door1_ir,23.693,reward_phase,reward_phase,,,ID:door1_ir|,1
1,beam_unbroken_door1_ir,24.424,reward_phase,reward_phase,,,ID:door1_ir|,1
1,beam_broken_door1_ir,24.445,reward_phase,reward_phase,,,ID:door1_ir|,1
1,beam_unbroken_door1_ir,24.688,reward_phase,reward_phase,,,ID:door1_ir|,1
1,beam_broken_door1_ir,24.74,reward_phase,reward_phase,,,ID:door1_ir|,1
1,beam_unbroken_door1_ir,24.748,reward_phase,reward_phase,,,ID:door1_ir|,1
1,beam_broken_door1_ir,24.867,reward_phase,reward_phase,,,ID:door1_ir|,1
1,beam_unbroken_door1_ir,25.301,reward_phase,reward_phase,,,ID:door1_ir|,1
1,beam_broken_door1_ir,25.62,reward_phase,reward_phase,,,ID:door1_ir|,1
1,beam_unbroken_door1_ir,25.627,reward_phase,reward_phase,,,ID:door1_ir|,1
1,beam_broken_door1_ir,30.588,reward_phase,reward_phase,,,ID:door1_ir|,1
1,beam_unbroken_door1_ir,30.923,reward_phase,reward_phase,,,ID:door1_ir|,1
1,beam_broken_door1_ir,32.039,reward_phase,reward_phase,,,ID:door1_ir|,1
1,beam_unbroken_door1_ir,32.297,reward_phase,reward_phase,,,ID:door1_ir|,1
1,beam_broken_door1_ir,42.283,reward_phase,reward_phase,,,ID:door1_ir|,1
1,beam_unbroken_door1_ir,42.332,reward_phase,reward_phase,,,ID:door1_ir|,1
1,beam_broken_door1_ir,42.415,reward_phase,reward_phase,,,ID:door1_ir|,1
1,beam_unbroken_door1_ir,42.46,reward_phase,reward_phase,,,ID:door1_ir|,1
1,beam_broken_door1_ir,44.021,reward_phase,reward_phase,,,ID:door1_ir|,1
1,beam_unbroken_door1_ir,45.128,reward_phase,reward_phase,,,ID:door1_ir|,1
1,beam_broken_door1_ir,54.249,reward_phase,reward_phase,,,ID:door1_ir|,1
1,beam_unbroken_door1_ir,55.146,reward_phase,reward_phase,,,ID:door1_ir|,1
1,beam_broken_door1_ir,58.685,reward_phase,reward_phase,,,ID:door1_ir|,1
1,beam_unbroken_door1_ir,58.991,reward_phase,reward_phase,,,ID:door1_ir|,1
1,close_start_door_1,63.564,reward_phase,reward_phase,,,ID:door_1|,1
1,close_finished_door_1,65.421,reward_phase,reward_phase,,,ID:door_1|,1
1,output_activated,65.424,reward_phase,reward_phase,,,ID:round_LED|,1
1,output_deactivated,82.109,reward_phase,reward_phase,,,ID:round_LED|,1
2,new_round,127.116,lever_2_out,lever_2_out,,,ID:round_LED|,2
2,output_activated,127.118,lever_2_out,lever_2_out,,,ID:round_LED|,2
2,tone_start_round_start,127.132,lever_2_out,lever_2_out,,,ID:speaker|,2
2,output_deactivated,127.62,lever_2_out,lever_2_out,,,ID:round_LED|,2
2,tone_stop_round_start,128.137,lever_2_out,lever_2_out,,,ID:speaker|,2
2,lever_extended_lever_2,128.995,lever_2_out,lever_2_out,,,ID:lever_2|,2
2,lever_pressed_lever_2,129.628,lever_2_out,lever_2_out,,,ID:lever_2|total_presses:2|,2
2,lever_extended_lever_2_|_lever_pressed_lever_2,129.628,lever_2_out,lever_2_out,1.004,,n_presses:1|,2
2,presses_reached_lever_2,129.628,lever_2_out,lever_2_out,1.004,,n_presses:1|,2
2,lever_press,129.629,lever_2_out,lever_2_out,,,ID:event_LED|,2
2,output_activated,129.632,lever_2_out,lever_2_out,,,ID:event_LED|,2
2,tone_start_door_1_open,129.652,lever_2_out,lever_2_out,,,ID:speaker|,2
2,output_deactivated,129.983,lever_2_out,lever_2_out,,,ID:event_LED|,2
2,lever_retracted_lever_2,130.136,lever_2_out,lever_2_out,,,ID:lever_2|,2
2,open_start_door_1,130.643,reward_phase,reward_phase,,,ID:door_1|,2
2,tone_stop_door_1_open,130.658,reward_phase,reward_phase,,,ID:speaker|,2
2,open_finished_door_1,132.248,reward_phase,reward_phase,,,ID:door_1|,2
2,door_1_open_|_beam_broken_door1_ir,136.397,reward_phase,reward_phase,5.757,,beam_ID:door1_ir|,2
2,beam_broken_door1_ir,136.397,reward_phase,reward_phase,,,ID:door1_ir|,2
2,beam_unbroken_door1_ir,136.727,reward_phase,reward_phase,,,ID:door1_ir|,2
2,beam_broken_door1_ir,138.522,reward_phase,reward_phase,,,ID:door1_ir|,2
2,beam_unbroken_door1_ir,138.657,reward_phase,reward_phase,,,ID:door1_ir|,2
2,beam_broken_door1_ir,138.97,reward_phase,reward_phase,,,ID:door1_ir|,2
2,beam_unbroken_door1_ir,139.271,reward_phase,reward_phase,,,ID:door1_ir|,2
2,beam_broken_door1_ir,140.462,reward_phase,reward_phase,,,ID:door1_ir|,2
2,beam_unbroken_door1_ir,140.756,reward_phase,reward_phase,,,ID:door1_ir|,2
2,beam_broken_door1_ir,152.763,reward_phase,reward_phase,,,ID:door1_ir|,2
2,beam_unbroken_door1_ir,152.886,reward_phase,reward_phase,,,ID:door1_ir|,2
2,beam_broken_door1_ir,154.291,reward_phase,reward_phase,,,ID:door1_ir|,2
2,beam_unbroken_door1_ir,154.972,reward_phase,reward_phase,,,ID:door1_ir|,2
2,beam_broken_door1_ir,156.008,reward_phase,reward_phase,,,ID:door1_ir|,2
2,beam_unbroken_door1_ir,156.022,reward_phase,reward_phase,,,ID:door1_ir|,2
2,beam_broken_door1_ir,174.491,reward_phase,reward_phase,,,ID:door1_ir|,2
2,beam_unbroken_door1_ir,175.541,reward_phase,reward_phase,,,ID:door1_ir|,2
2,beam_broken_door1_ir,181.529,reward_phase,reward_phase,,,ID:door1_ir|,2
2,beam_unbroken_door1_ir,181.792,reward_phase,reward_phase,,,ID:door1_ir|,2
2,beam_broken_door1_ir,183.766,reward_phase,reward_phase,,,ID:door1_ir|,2
2,beam_unbroken_door1_ir,183.827,reward_phase,reward_phase,,,ID:door1_ir|,2
2,beam_broken_door1_ir,185.065,reward_phase,reward_phase,,,ID:door1_ir|,2
2,beam_unbroken_door1_ir,189.739,reward_phase,reward_phase,,,ID:door1_ir|,2
2,beam_broken_door1_ir,189.745,reward_phase,reward_phase,,,ID:door1_ir|,2
2,close_start_door_1,190.669,reward_phase,reward_phase,,,ID:door_1|,2
2,beam_unbroken_door1_ir,191.334,reward_phase,reward_phase,,,ID:door1_ir|,2
2,close_finished_door_1,192.639,reward_phase,reward_phase,,,ID:door_1|,2
2,output_activated,192.656,reward_phase,reward_phase,,,ID:round_LED|,2
2,output_deactivated,207.636,reward_phase,reward_phase,,,ID:round_LED|,2
3,new_round,252.645,lever_2_out,lever_2_out,,,ID:round_LED|,3
3,output_activated,252.647,lever_2_out,lever_2_out,,,ID:round_LED|,3
