FR|1,day|1,delay|0,experiment|door_train_contingent,output_path|/home/pi/miniscope_operant_dec_2022/output/,title|nan,vole|4678,vole_2|5047
1,close_finished_door_1,110.866,reward_phase,reward_phase,,,ID:door_1|,1
1,output_activated,110.871,reward_phase,reward_phase,,,ID:round_LED|,1
1,output_deactivated,125.95,reward_phase,reward_phase,,,ID:round_LED|,1
2,new_round,170.958,lever_2_out,lever_2_out,,,ID:round_LED|,2
2,tone_start_round_start,170.96,lever_2_out,lever_2_out,,,ID:speaker|,2
2,output_activated,170.961,lever_2_out,lever_2_out,,,ID:round_LED|,2
2,output_deactivated,171.464,lever_2_out,lever_2_out,,,ID:round_LED|,2
2,tone_stop_round_start,171.966,lever_2_out,lever_2_out,,,ID:speaker|,2
2,lever_extended_lever_2,172.836,lever_2_out,lever_2_out,,,ID:lever_2|,2
2,lever_pressed_lever_2,202.486,lever_2_out,lever_2_out,,,ID:lever_2|total_presses:2|,2
2,lever_extended_lever_2_|_lever_pressed_lever_2,202.487,lever_2_out,lever_2_out,30.021,,n_presses:1|,2
2,presses_reached_lever_2,202.487,lever_2_out,lever_2_out,30.021,,n_presses:1|,2
2,lever_press,202.487,lever_2_out,lever_2_out,,,ID:event_LED|,2
2,output_activated,202.488,lever_2_out,lever_2_out,,,ID:event_LED|,2
2,tone_start_door_1_open,202.509,lever_2_out,lever_2_out,,,ID:speaker|,2
2,output_deactivated,202.84,lever_2_out,lever_2_out,,,ID:event_LED|,2
2,lever_retracted_lever_2,203.086,lever_2_out,lever_2_out,,,ID:lever_2|,2
2,open_start_door_1,203.498,reward_phase,reward_phase,,,ID:door_1|,2
2,tone_stop_door_1_open,203.514,reward_phase,reward_phase,,,ID:speaker|,2
2,open_finished_door_1,205.103,reward_phase,reward_phase,,,ID:door_1|,2
2,door_1_open_|_beam_broken_door1_ir,211.423,reward_phase,reward_phase,7.927,,beam_ID:door1_ir|,2
2,beam_broken_door1_ir,211.423,reward_phase,reward_phase,,,ID:door1_ir|,2
2,beam_unbroken_door1_ir,211.779,reward_phase,reward_phase,,,ID:door1_ir|,2
2,beam_broken_door1_ir,220.889,reward_phase,reward_phase,,,ID:door1_ir|,2
2,beam_unbroken_door1_ir,220.973,reward_phase,reward_phase,,,ID:door1_ir|,2
2,beam_broken_door1_ir,222.548,reward_phase,reward_phase,,,ID:door1_ir|,2
2,beam_unbroken_door1_ir,223.013,reward_phase,reward_phase,,,ID:door1_ir|,2
2,beam_broken_door1_ir,226.174,reward_phase,reward_phase,,,ID:door1_ir|,2
2,beam_unbroken_door1_ir,226.481,reward_phase,reward_phase,,,ID:door1_ir|,2
2,beam_broken_door1_ir,236.732,reward_phase,reward_phase,,,ID:door1_ir|,2
2,beam_unbroken_door1_ir,237.244,reward_phase,reward_phase,,,ID:door1_ir|,2
2,beam_broken_door1_ir,239.278,reward_phase,reward_phase,,,ID:door1_ir|,2
2,beam_unbroken_door1_ir,239.749,reward_phase,reward_phase,,,ID:door1_ir|,2
2,beam_broken_door1_ir,241.723,reward_phase,reward_phase,,,ID:door1_ir|,2
2,beam_unbroken_door1_ir,241.971,reward_phase,reward_phase,,,ID:door1_ir|,2
2,close_start_door_1,263.537,reward_phase,reward_phase,,,ID:door_1|,2
2,close_finished_door_1,265.344,reward_phase,reward_phase,,,ID:door_1|,2
2,output_activated,265.347,reward_phase,reward_phase,,,ID:round_LED|,2
2,output_deactivated,276.621,reward_phase,reward_phase,,,ID:round_LED|,2
3,new_round,321.629,lever_2_out,lever_2_out,,,ID:round_LED|,3
3,output_activated,321.63,lever_2_out,lever_2_out,,,ID:round_LED|,3
3,tone_start_round_start,321.649,lever_2_out,lever_2_out,,,ID:speaker|,3
3,output_deactivated,322.132,lever_2_out,lever_2_out,,,ID:round_LED|,3
3,tone_stop_round_start,322.654,lever_2_out,lever_2_out,,,ID:speaker|,3
3,lever_extended_lever_2,323.508,lever_2_out,lever_2_out,,,ID:lever_2|,3
3,lever_pressed_lever_2,339.166,lever_2_out,lever_2_out,,,ID:lever_2|total_presses:3|,3
3,lever_extended_lever_2_|_lever_pressed_lever_2,339.166,lever_2_out,lever_2_out,16.029,,n_presses:1|,3
3,presses_reached_lever_2,339.167,lever_2_out,lever_2_out,16.029,,n_presses:1|,3
3,lever_press,339.167,lever_2_out,lever_2_out,,,ID:event_LED|,3
3,output_activated,339.17,lever_2_out,lever_2_out,,,ID:event_LED|,3
3,tone_start_door_1_open,339.192,lever_2_out,lever_2_out,,,ID:speaker|,3
3,output_deactivated,339.522,lever_2_out,lever_2_out,,,ID:event_LED|,3
3,lever_retracted_lever_2,339.672,lever_2_out,lever_2_out,,,ID:lever_2|,3
3,open_start_door_1,340.18,reward_phase,reward_phase,,,ID:door_1|,3
3,tone_stop_door_1_open,340.198,reward_phase,reward_phase,,,ID:speaker|,3
3,door_1_open_|_beam_broken_door1_ir,341.384,reward_phase,reward_phase,1.206,,beam_ID:door1_ir|,3
3,beam_broken_door1_ir,341.384,reward_phase,reward_phase,,,ID:door1_ir|,3
3,open_finished_door_1,341.825,reward_phase,reward_phase,,,ID:door_1|,3
3,beam_unbroken_door1_ir,342.086,reward_phase,reward_phase,,,ID:door1_ir|,3
3,beam_broken_door1_ir,364.181,reward_phase,reward_phase,,,ID:door1_ir|,3
3,beam_unbroken_door1_ir,364.778,reward_phase,reward_phase,,,ID:door1_ir|,3
3,beam_broken_door1_ir,367.124,reward_phase,reward_phase,,,ID:door1_ir|,3
3,beam_unbroken_door1_ir,367.458,reward_phase,reward_phase,,,ID:door1_ir|,3
3,close_start_door_1,400.201,reward_phase,reward_phase,,,ID:door_1|,3
3,close_finished_door_1,402.109,reward_phase,reward_phase,,,ID:door_1|,3
3,output_activated,402.12,reward_phase,reward_phase,,,ID:round_LED|,3
3,output_deactivated,413.844,reward_phase,reward_phase,,,ID:round_LED|,3
4,new_round,458.854,lever_2_out,lever_2_out,,,ID:round_LED|,4
4,output_activated,458.856,lever_2_out,lever_2_out,,,ID:round_LED|,4
4,tone_start_round_start,458.896,lever_2_out,lever_2_out,,,ID:speaker|,4
4,output_deactivated,459.359,lever_2_out,lever_2_out,,,ID:round_LED|,4
4,tone_stop_round_start,459.901,lever_2_out,lever_2_out,,,ID:speaker|,4
4,lever_extended_lever_2,460.734,lever_2_out,lever_2_out,,,ID:lever_2|,4
4,lever_retracted_lever_2,519.313,ITI,ITI,,,ID:lever_2|,4
5,new_round,563.866,lever_1_out,lever_1_out,,,ID:round_LED|,5
5,output_activated,563.868,lever_1_out,lever_1_out,,,ID:round_LED|,5
5,tone_start_round_start,563.874,lever_1_out,lever_1_out,,,ID:speaker|,5
5,output_deactivated,564.37,lever_1_out,lever_1_out,,,ID:round_LED|,5
5,tone_stop_round_start,564.879,lever_1_out,lever_1_out,,,ID:speaker|,5
5,lever_extended_lever_1,565.747,lever_1_out,lever_1_out,,,ID:lever_1|,5
5,lever_pressed_lever_1,572.45,lever_1_out,lever_1_out,,,ID:lever_1|total_presses:1|,5
5,lever_extended_lever_1_|_lever_pressed_lever_1,572.45,lever_1_out,lever_1_out,7.076,,n_presses:1|,5
5,presses_reached_lever_1,572.451,lever_1_out,lever_1_out,7.076,,n_presses:1|,5
5,lever_press,572.451,lever_1_out,lever_1_out,,,ID:event_LED|,5
5,output_activated,572.454,lever_1_out,lever_1_out,,,ID:event_LED|,5
5,tone_start_door_2_open,572.466,lever_1_out,lever_1_out,,,ID:speaker|,5
5,output_deactivated,572.806,lever_1_out,lever_1_out,,,ID:event_LED|,5
5,lever_retracted_lever_1,572.958,lever_1_out,lever_1_out,,,ID:lever_1|,5
5,open_start_door_2,573.467,reward_phase,reward_phase,,,ID:door_2|,5
5,tone_stop_door_2_open,573.471,reward_phase,reward_phase,,,ID:speaker|,5
5,open_finished_door_2,575.072,reward_phase,reward_phase,,,ID:door_2|,5
5,door_2_open_|_beam_broken_door2_ir,578.311,reward_phase,reward_phase,4.846,,beam_ID:door2_ir|,5
5,beam_broken_door2_ir,578.311,reward_phase,reward_phase,,,ID:door2_ir|,5
5,beam_unbroken_door2_ir,578.879,reward_phase,reward_phase,,,ID:door2_ir|,5
5,beam_broken_door2_ir,591.871,reward_phase,reward_phase,,,ID:door2_ir|,5
5,beam_unbroken_door2_ir,592.199,reward_phase,reward_phase,,,ID:door2_ir|,5
5,beam_broken_door2_ir,598.028,reward_phase,reward_phase,,,ID:door2_ir|,5
5,beam_unbroken_door2_ir,602.213,reward_phase,reward_phase,,,ID:door2_ir|,5
5,beam_broken_door2_ir,604.457,reward_phase,reward_phase,,,ID:door2_ir|,5
5,beam_unbroken_door2_ir,605.13,reward_phase,reward_phase,,,ID:door2_ir|,5
5,beam_broken_door2_ir,605.458,reward_phase,reward_phase,,,ID:door2_ir|,5
5,beam_unbroken_door2_ir,605.856,reward_phase,reward_phase,,,ID:door2_ir|,5
5,beam_broken_door2_ir,606.17,reward_phase,reward_phase,,,ID:door2_ir|,5
5,beam_unbroken_door2_ir,606.657,reward_phase,reward_phase,,,ID:door2_ir|,5
5,beam_broken_door2_ir,608.197,reward_phase,reward_phase,,,ID:door2_ir|,5
5,beam_unbroken_door2_ir,610.346,reward_phase,reward_phase,,,ID:door2_ir|,5
5,beam_broken_door2_ir,610.413,reward_phase,reward_phase,,,ID:door2_ir|,5
5,beam_unbroken_door2_ir,610.441,reward_phase,reward_phase,,,ID:door2_ir|,5
5,beam_broken_door2_ir,610.472,reward_phase,reward_phase,,,ID:door2_ir|,5
5,beam_unbroken_door2_ir,610.75,reward_phase,reward_phase,,,ID:door2_ir|,5
5,beam_broken_door2_ir,610.755,reward_phase,reward_phase,,,ID:door2_ir|,5
5,beam_unbroken_door2_ir,612.383,reward_phase,reward_phase,,,ID:door2_ir|,5
5,beam_broken_door2_ir,615.309,reward_phase,reward_phase,,,ID:door2_ir|,5
5,beam_unbroken_door2_ir,615.776,reward_phase,reward_phase,,,ID:door2_ir|,5
5,beam_broken_door2_ir,618.116,reward_phase,reward_phase,,,ID:door2_ir|,5
5,beam_unbroken_door2_ir,618.593,reward_phase,reward_phase,,,ID:door2_ir|,5
5,beam_broken_door2_ir,621.971,reward_phase,reward_phase,,,ID:door2_ir|,5
5,beam_unbroken_door2_ir,622.214,reward_phase,reward_phase,,,ID:door2_ir|,5
5,beam_broken_door2_ir,624.429,reward_phase,reward_phase,,,ID:door2_ir|,5
5,beam_unbroken_door2_ir,626.375,reward_phase,reward_phase,,,ID:door2_ir|,5
5,beam_broken_door2_ir,627.229,reward_phase,reward_phase,,,ID:door2_ir|,5
5,beam_unbroken_door2_ir,627.43,reward_phase,reward_phase,,,ID:door2_ir|,5
5,close_start_door_2,633.476,reward_phase,reward_phase,,,ID:door_2|,5
5,close_finished_door_2,635.082,reward_phase,reward_phase,,,ID:door_2|,5
5,output_activated,635.085,reward_phase,reward_phase,,,ID:round_LED|,5
5,output_deactivated,645.156,reward_phase,reward_phase,,,ID:round_LED|,5
6,new_round,690.166,lever_1_out,lever_1_out,,,ID:round_LED|,6
6,output_activated,690.167,lever_1_out,lever_1_out,,,ID:round_LED|,6
6,tone_start_round_start,690.197,lever_1_out,lever_1_out,,,ID:speaker|,6
6,output_deactivated,690.669,lever_1_out,lever_1_out,,,ID:round_LED|,6
6,tone_stop_round_start,691.202,lever_1_out,lever_1_out,,,ID:speaker|,6
6,lever_extended_lever_1,692.044,lever_1_out,lever_1_out,,,ID:lever_1|,6
6,lever_pressed_lever_1,719.205,lever_1_out,lever_1_out,,,ID:lever_1|total_presses:2|,6
6,lever_extended_lever_1_|_lever_pressed_lever_1,719.206,lever_1_out,lever_1_out,27.532,,n_presses:1|,6
6,presses_reached_lever_1,719.207,lever_1_out,lever_1_out,27.534,,n_presses:1|,6
6,lever_press,719.208,lever_1_out,lever_1_out,,,ID:event_LED|,6
6,output_activated,719.211,lever_1_out,lever_1_out,,,ID:event_LED|,6
6,tone_start_door_2_open,719.214,lever_1_out,lever_1_out,,,ID:speaker|,6
6,output_deactivated,719.563,lever_1_out,lever_1_out,,,ID:event_LED|,6
6,lever_retracted_lever_1,719.767,lever_1_out,lever_1_out,,,ID:lever_1|,6
6,tone_stop_door_2_open,720.22,lever_1_out,lever_1_out,,,ID:speaker|,6
6,open_start_door_2,720.223,reward_phase,reward_phase,,,ID:door_2|,6
6,open_finished_door_2,721.828,reward_phase,reward_phase,,,ID:door_2|,6
6,door_2_open_|_beam_broken_door2_ir,722.162,reward_phase,reward_phase,1.941,,beam_ID:door2_ir|,6
6,beam_broken_door2_ir,722.163,reward_phase,reward_phase,,,ID:door2_ir|,6
6,beam_unbroken_door2_ir,726.552,reward_phase,reward_phase,,,ID:door2_ir|,6
6,beam_broken_door2_ir,728.142,reward_phase,reward_phase,,,ID:door2_ir|,6
6,beam_unbroken_door2_ir,728.538,reward_phase,reward_phase,,,ID:door2_ir|,6
6,beam_broken_door2_ir,731.568,reward_phase,reward_phase,,,ID:door2_ir|,6
6,beam_unbroken_door2_ir,731.599,reward_phase,reward_phase,,,ID:door2_ir|,6
6,beam_broken_door2_ir,732.136,reward_phase,reward_phase,,,ID:door2_ir|,6
6,beam_unbroken_door2_ir,732.775,reward_phase,reward_phase,,,ID:door2_ir|,6
6,beam_broken_door2_ir,734.053,reward_phase,reward_phase,,,ID:door2_ir|,6
6,beam_unbroken_door2_ir,735.95,reward_phase,reward_phase,,,ID:door2_ir|,6
6,beam_broken_door2_ir,738.297,reward_phase,reward_phase,,,ID:door2_ir|,6
6,beam_unbroken_door2_ir,739.01,reward_phase,reward_phase,,,ID:door2_ir|,6
6,beam_broken_door2_ir,755.989,reward_phase,reward_phase,,,ID:door2_ir|,6
6,beam_unbroken_door2_ir,757.388,reward_phase,reward_phase,,,ID:door2_ir|,6
6,beam_broken_door2_ir,759.916,reward_phase,reward_phase,,,ID:door2_ir|,6
6,beam_unbroken_door2_ir,760.368,reward_phase,reward_phase,,,ID:door2_ir|,6
6,beam_broken_door2_ir,764.956,reward_phase,reward_phase,,,ID:door2_ir|,6
6,beam_unbroken_door2_ir,765.299,reward_phase,reward_phase,,,ID:door2_ir|,6
6,beam_broken_door2_ir,768.601,reward_phase,reward_phase,,,ID:door2_ir|,6
6,beam_unbroken_door2_ir,769.388,reward_phase,reward_phase,,,ID:door2_ir|,6
6,beam_broken_door2_ir,773.872,reward_phase,reward_phase,,,ID:door2_ir|,6
6,beam_unbroken_door2_ir,774.28,reward_phase,reward_phase,,,ID:door2_ir|,6
6,close_start_door_2,780.282,reward_phase,reward_phase,,,ID:door_2|,6
6,close_finished_door_2,781.888,reward_phase,reward_phase,,,ID:door_2|,6
6,output_activated,781.89,reward_phase,reward_phase,,,ID:round_LED|,6
6,output_deactivated,788.604,reward_phase,reward_phase,,,ID:round_LED|,6
7,new_round,833.614,lever_1_out,lever_1_out,,,ID:round_LED|,7
7,output_activated,833.615,lever_1_out,lever_1_out,,,ID:round_LED|,7
7,tone_start_round_start,833.644,lever_1_out,lever_1_out,,,ID:speaker|,7
7,output_deactivated,834.117,lever_1_out,lever_1_out,,,ID:round_LED|,7
7,tone_stop_round_start,834.649,lever_1_out,lever_1_out,,,ID:speaker|,7
7,lever_extended_lever_1,835.52,lever_1_out,lever_1_out,,,ID:lever_1|,7
7,lever_pressed_lever_1,842.289,lever_1_out,lever_1_out,,,ID:lever_1|total_presses:3|,7
7,lever_extended_lever_1_|_lever_pressed_lever_1,842.289,lever_1_out,lever_1_out,7.167,,n_presses:1|,7
7,presses_reached_lever_1,842.289,lever_1_out,lever_1_out,7.167,,n_presses:1|,7
7,lever_press,842.292,lever_1_out,lever_1_out,,,ID:event_LED|,7
7,output_activated,842.293,lever_1_out,lever_1_out,,,ID:event_LED|,7
7,tone_start_door_2_open,842.333,lever_1_out,lever_1_out,,,ID:speaker|,7
7,output_deactivated,842.645,lever_1_out,lever_1_out,,,ID:event_LED|,7
7,lever_retracted_lever_1,842.944,lever_1_out,lever_1_out,,,ID:lever_1|,7
7,open_start_door_2,843.306,reward_phase,reward_phase,,,ID:door_2|,7
7,tone_stop_door_2_open,843.339,reward_phase,reward_phase,,,ID:speaker|,7
7,open_finished_door_2,844.91,reward_phase,reward_phase,,,ID:door_2|,7
7,door_2_open_|_beam_broken_door2_ir,847.339,reward_phase,reward_phase,4.035,,beam_ID:door2_ir|,7
7,beam_broken_door2_ir,847.339,reward_phase,reward_phase,,,ID:door2_ir|,7
7,beam_unbroken_door2_ir,847.777,reward_phase,reward_phase,,,ID:door2_ir|,7
7,beam_broken_door2_ir,848.045,reward_phase,reward_phase,,,ID:door2_ir|,7
7,beam_unbroken_door2_ir,848.313,reward_phase,reward_phase,,,ID:door2_ir|,7
7,beam_broken_door2_ir,851.005,reward_phase,reward_phase,,,ID:door2_ir|,7
7,beam_unbroken_door2_ir,851.407,reward_phase,reward_phase,,,ID:door2_ir|,7
7,beam_broken_door2_ir,851.433,reward_phase,reward_phase,,,ID:door2_ir|,7
7,beam_unbroken_door2_ir,851.494,reward_phase,reward_phase,,,ID:door2_ir|,7
7,beam_broken_door2_ir,851.878,reward_phase,reward_phase,,,ID:door2_ir|,7
7,beam_unbroken_door2_ir,851.896,reward_phase,reward_phase,,,ID:door2_ir|,7
7,beam_broken_door2_ir,853.693,reward_phase,reward_phase,,,ID:door2_ir|,7
7,beam_unbroken_door2_ir,853.722,reward_phase,reward_phase,,,ID:door2_ir|,7
7,beam_broken_door2_ir,853.758,reward_phase,reward_phase,,,ID:door2_ir|,7
7,beam_unbroken_door2_ir,853.772,reward_phase,reward_phase,,,ID:door2_ir|,7
7,beam_broken_door2_ir,886.199,reward_phase,reward_phase,,,ID:door2_ir|,7
7,beam_unbroken_door2_ir,888.164,reward_phase,reward_phase,,,ID:door2_ir|,7
7,beam_broken_door2_ir,890.367,reward_phase,reward_phase,,,ID:door2_ir|,7
7,beam_unbroken_door2_ir,890.547,reward_phase,reward_phase,,,ID:door2_ir|,7
7,beam_broken_door2_ir,890.557,reward_phase,reward_phase,,,ID:door2_ir|,7
7,beam_unbroken_door2_ir,890.567,reward_phase,reward_phase,,,ID:door2_ir|,7
7,beam_broken_door2_ir,891.07,reward_phase,reward_phase,,,ID:door2_ir|,7
7,beam_unbroken_door2_ir,894.162,reward_phase,reward_phase,,,ID:door2_ir|,7
7,beam_broken_door2_ir,894.209,reward_phase,reward_phase,,,ID:door2_ir|,7
7,beam_unbroken_door2_ir,894.239,reward_phase,reward_phase,,,ID:door2_ir|,7
7,beam_broken_door2_ir,894.541,reward_phase,reward_phase,,,ID:door2_ir|,7
7,beam_unbroken_door2_ir,894.587,reward_phase,reward_phase,,,ID:door2_ir|,7
7,beam_broken_door2_ir,894.613,reward_phase,reward_phase,,,ID:door2_ir|,7
7,beam_unbroken_door2_ir,894.709,reward_phase,reward_phase,,,ID:door2_ir|,7
7,beam_broken_door2_ir,894.943,reward_phase,reward_phase,,,ID:door2_ir|,7
7,beam_unbroken_door2_ir,894.961,reward_phase,reward_phase,,,ID:door2_ir|,7
7,beam_broken_door2_ir,895.097,reward_phase,reward_phase,,,ID:door2_ir|,7
7,beam_unbroken_door2_ir,897.587,reward_phase,reward_phase,,,ID:door2_ir|,7
7,close_start_door_2,903.359,reward_phase,reward_phase,,,ID:door_2|,7
7,close_finished_door_2,904.915,reward_phase,reward_phase,,,ID:door_2|,7
7,output_activated,904.919,reward_phase,reward_phase,,,ID:round_LED|,7
7,output_deactivated,925.008,reward_phase,reward_phase,,,ID:round_LED|,7
8,new_round,970.017,lever_1_out,lever_1_out,,,ID:round_LED|,8
8,output_activated,970.019,lever_1_out,lever_1_out,,,ID:round_LED|,8
8,tone_start_round_start,970.029,lever_1_out,lever_1_out,,,ID:speaker|,8
8,output_deactivated,970.521,lever_1_out,lever_1_out,,,ID:round_LED|,8
8,tone_stop_round_start,971.034,lever_1_out,lever_1_out,,,ID:speaker|,8
8,lever_extended_lever_1,971.895,lever_1_out,lever_1_out,,,ID:lever_1|,8
8,lever_pressed_lever_1,1001.488,lever_1_out,lever_1_out,,,ID:lever_1|total_presses:4|,8
8,lever_extended_lever_1_|_lever_pressed_lever_1,1001.488,lever_1_out,lever_1_out,29.963,,n_presses:1|,8
8,presses_reached_lever_1,1001.488,lever_1_out,lever_1_out,29.963,,n_presses:1|,8
8,lever_press,1001.488,lever_1_out,lever_1_out,,,ID:event_LED|,8
8,output_activated,1001.49,lever_1_out,lever_1_out,,,ID:event_LED|,8
8,tone_start_door_2_open,1001.526,lever_1_out,lever_1_out,,,ID:speaker|,8
8,output_deactivated,1001.842,lever_1_out,lever_1_out,,,ID:event_LED|,8
8,lever_retracted_lever_1,1001.983,lever_1_out,lever_1_out,,,ID:lever_1|,8
8,open_start_door_2,1002.499,reward_phase,reward_phase,,,ID:door_2|,8
8,tone_stop_door_2_open,1002.53,reward_phase,reward_phase,,,ID:speaker|,8
8,door_2_open_|_beam_broken_door2_ir,1003.839,reward_phase,reward_phase,1.342,,beam_ID:door2_ir|,8
8,beam_broken_door2_ir,1003.84,reward_phase,reward_phase,,,ID:door2_ir|,8
8,open_finished_door_2,1004.165,reward_phase,reward_phase,,,ID:door_2|,8
8,beam_unbroken_door2_ir,1004.55,reward_phase,reward_phase,,,ID:door2_ir|,8
8,beam_broken_door2_ir,1008.091,reward_phase,reward_phase,,,ID:door2_ir|,8
8,beam_unbroken_door2_ir,1008.291,reward_phase,reward_phase,,,ID:door2_ir|,8
8,beam_broken_door2_ir,1009.085,reward_phase,reward_phase,,,ID:door2_ir|,8
8,beam_unbroken_door2_ir,1009.164,reward_phase,reward_phase,,,ID:door2_ir|,8
8,beam_broken_door2_ir,1010.871,reward_phase,reward_phase,,,ID:door2_ir|,8
8,beam_unbroken_door2_ir,1011.026,reward_phase,reward_phase,,,ID:door2_ir|,8
8,beam_broken_door2_ir,1011.315,reward_phase,reward_phase,,,ID:door2_ir|,8
8,beam_unbroken_door2_ir,1011.37,reward_phase,reward_phase,,,ID:door2_ir|,8
8,beam_broken_door2_ir,1014.979,reward_phase,reward_phase,,,ID:door2_ir|,8
8,beam_unbroken_door2_ir,1015.025,reward_phase,reward_phase,,,ID:door2_ir|,8
8,beam_broken_door2_ir,1021.579,reward_phase,reward_phase,,,ID:door2_ir|,8
8,beam_unbroken_door2_ir,1021.952,reward_phase,reward_phase,,,ID:door2_ir|,8
8,beam_broken_door2_ir,1027.999,reward_phase,reward_phase,,,ID:door2_ir|,8
8,beam_unbroken_door2_ir,1028.195,reward_phase,reward_phase,,,ID:door2_ir|,8
8,beam_broken_door2_ir,1028.201,reward_phase,reward_phase,,,ID:door2_ir|,8
8,beam_unbroken_door2_ir,1028.211,reward_phase,reward_phase,,,ID:door2_ir|,8
8,beam_broken_door2_ir,1034.902,reward_phase,reward_phase,,,ID:door2_ir|,8
8,beam_unbroken_door2_ir,1034.915,reward_phase,reward_phase,,,ID:door2_ir|,8
8,beam_broken_door2_ir,1040.36,reward_phase,reward_phase,,,ID:door2_ir|,8
8,beam_unbroken_door2_ir,1041.29,reward_phase,reward_phase,,,ID:door2_ir|,8
8,beam_broken_door2_ir,1041.414,reward_phase,reward_phase,,,ID:door2_ir|,8
8,beam_unbroken_door2_ir,1041.569,reward_phase,reward_phase,,,ID:door2_ir|,8
8,beam_broken_door2_ir,1055.153,reward_phase,reward_phase,,,ID:door2_ir|,8
8,beam_unbroken_door2_ir,1056.011,reward_phase,reward_phase,,,ID:door2_ir|,8
8,close_start_door_2,1062.507,reward_phase,reward_phase,,,ID:door_2|,8
8,close_finished_door_2,1064.113,reward_phase,reward_phase,,,ID:door_2|,8
8,output_activated,1064.115,reward_phase,reward_phase,,,ID:round_LED|,8
8,output_deactivated,1065.169,reward_phase,reward_phase,,,ID:round_LED|,8
9,new_round,1110.178,lever_2_out,lever_2_out,,,ID:round_LED|,9
9,output_activated,1110.18,lever_2_out,lever_2_out,,,ID:round_LED|,9
9,tone_start_round_start,1110.186,lever_2_out,lever_2_out,,,ID:speaker|,9
9,output_deactivated,1110.682,lever_2_out,lever_2_out,,,ID:round_LED|,9
