FR|1,day|1,delay|0,experiment|door_train,output_path|/home/pi/miniscope_operant_dec_2022/output/,title|nan,vole|4678,vole_2|5050
round,event,time,phase initialized,phase submitted,latency,duration,modifiers,round timestamp initialized
0,trigger,0.01,setup_phase,setup_phase,,,ID:miniscope_trigger|,0
0,close_start_door_1,0.048,setup_phase,setup_phase,,,ID:door_1|,0
0,close_finished_door_1,0.207,setup_phase,setup_phase,,,ID:door_1|,0
0,close_start_door_2,0.268,setup_phase,setup_phase,,,ID:door_2|,0
0,close_finished_door_2,0.297,setup_phase,setup_phase,,,ID:door_2|,0
0,lever_retracted_food,0.809,setup_phase,setup_phase,,,ID:food|,0
1,new_round,0.813,setup_phase,setup_phase,,,ID:round_LED|,1
1,output_activated,0.817,lever_2_out,lever_2_out,,,ID:round_LED|,1
0,lever_retracted_lever_1,0.824,setup_phase,lever_2_out,,,ID:lever_1|,0
0,lever_retracted_lever_2,0.832,setup_phase,lever_2_out,,,ID:lever_2|,0
1,tone_start_round_start,0.848,lever_2_out,lever_2_out,,,ID:speaker|,1
1,output_deactivated,1.319,lever_2_out,lever_2_out,,,ID:round_LED|,1
1,tone_stop_round_start,1.852,lever_2_out,lever_2_out,,,ID:speaker|,1
1,lever_extended_lever_2,2.713,lever_2_out,lever_2_out,,,ID:lever_2|,1
1,lever_pressed_lever_2,33.002,lever_2_out,lever_2_out,,,ID:lever_2|total_presses:1|,1
1,lever_extended_lever_2_|_lever_pressed_lever_2,33.002,lever_2_out,lever_2_out,30.673,,n_presses:1|,1
1,presses_reached_lever_2,33.002,lever_2_out,lever_2_out,30.673,,n_presses:1|,1
1,lever_press,33.004,lever_2_out,lever_2_out,,,ID:event_LED|,1
1,output_activated,33.007,lever_2_out,lever_2_out,,,ID:event_LED|,1
1,tone_start_door_1_open,33.027,lever_2_out,lever_2_out,,,ID:speaker|,1
1,output_deactivated,33.358,lever_2_out,lever_2_out,,,ID:event_LED|,1
1,lever_retracted_lever_2,33.487,lever_2_out,lever_2_out,,,ID:lever_2|,1
1,open_start_door_1,34.013,reward_phase,reward_phase,,,ID:door_1|,1
1,tone_stop_door_1_open,34.033,reward_phase,reward_phase,,,ID:speaker|,1
1,open_finished_door_1,35.618,reward_phase,reward_phase,,,ID:door_1|,1
1,door_1_open_|_beam_broken_door1_ir,38.621,reward_phase,reward_phase,4.609,,beam_ID:door1_ir|,1
1,beam_broken_door1_ir,38.621,reward_phase,reward_phase,,,ID:door1_ir|,1
1,beam_unbroken_door1_ir,40.087,reward_phase,reward_phase,,,ID:door1_ir|,1
1,beam_broken_door1_ir,40.603,reward_phase,reward_phase,,,ID:door1_ir|,1
1,beam_unbroken_door1_ir,40.733,reward_phase,reward_phase,,,ID:door1_ir|,1
1,beam_broken_door1_ir,40.749,reward_phase,reward_phase,,,ID:door1_ir|,1
1,beam_unbroken_door1_ir,40.8,reward_phase,reward_phase,,,ID:door1_ir|,1
1,beam_broken_door1_ir,41.098,reward_phase,reward_phase,,,ID:door1_ir|,1
1,beam_unbroken_door1_ir,41.119,reward_phase,reward_phase,,,ID:door1_ir|,1
1,beam_broken_door1_ir,41.772,reward_phase,reward_phase,,,ID:door1_ir|,1
1,beam_unbroken_door1_ir,41.781,reward_phase,reward_phase,,,ID:door1_ir|,1
1,beam_broken_door1_ir,41.858,reward_phase,reward_phase,,,ID:door1_ir|,1
1,beam_unbroken_door1_ir,43.152,reward_phase,reward_phase,,,ID:door1_ir|,1
1,beam_broken_door1_ir,43.209,reward_phase,reward_phase,,,ID:door1_ir|,1
