day|1,experiment|magazine,output_path|/home/pi/miniscope_operant_dec_2022/output/,title|nan,vole|5113,vole_2|0
round,event,time,phase initialized,phase submitted,latency,duration,modifiers,round timestamp initialized
0,trigger,0.003,NoPhase,NoPhase,,,ID:miniscope_trigger|,0
1,new_round,0.004,NoPhase,NoPhase,,,ID:round_LED|,1
1,output_activated,0.006,lever_out,lever_out,,,ID:round_LED|,1
1,tone_start_round_start,0.039,lever_out,lever_out,,,ID:speaker|,1
1,lever_extended_food,0.382,lever_out,lever_out,,,ID:food|,1
1,output_deactivated,0.508,lever_out,lever_out,,,ID:round_LED|,1
1,tone_stop_round_start,1.043,lever_out,lever_out,,,ID:speaker|,1
1,tone_start_pellet_tone,2.054,lever_out_pt2,lever_out_pt2,,,ID:speaker|,1
1,tone_stop_pellet_tone,3.059,lever_out_pt2,lever_out_pt2,,,ID:speaker|,1
1,lever_retracted_food,4.524,lever_out_pt2,ITI,,,ID:food|,1
1,pellet_dispense_dispenser,6.074,ITI,ITI,,,ID:dispenser|,1
1,pellet_retrieved,23.967,ITI,ITI,17.893,,,1
1,pellet_retrieved,23.968,ITI,ITI,,,ID:event_LED|,1
1,output_activated,23.97,ITI,ITI,,,ID:event_LED|,1
1,output_deactivated,24.322,ITI,ITI,,,ID:event_LED|,1
2,new_round,60.13,lever_out,lever_out,,,ID:round_LED|,2
2,output_activated,60.145,lever_out,lever_out,,,ID:round_LED|,2
2,tone_start_round_start,60.163,lever_out,lever_out,,,ID:speaker|,2
2,lever_extended_food,60.543,lever_out,lever_out,,,ID:food|,2
2,output_deactivated,60.647,lever_out,lever_out,,,ID:round_LED|,2
2,tone_stop_round_start,61.168,lever_out,lever_out,,,ID:speaker|,2
2,tone_start_pellet_tone,62.131,lever_out_pt2,lever_out_pt2,,,ID:speaker|,2
2,tone_stop_pellet_tone,63.136,lever_out_pt2,lever_out_pt2,,,ID:speaker|,2
2,pellet_dispense_dispenser,63.838,lever_out_pt2,lever_out_pt2,,,ID:dispenser|,2
2,lever_retracted_food,64.64,ITI,ITI,,,ID:food|,2
2,pellet_retrieved,66.797,lever_out_pt2,ITI,2.958,,,2
2,pellet_retrieved,66.798,ITI,ITI,,,ID:event_LED|,2
2,output_activated,66.799,ITI,ITI,,,ID:event_LED|,2
2,output_deactivated,67.151,ITI,ITI,,,ID:event_LED|,2
3,new_round,120.247,lever_out,lever_out,,,ID:round_LED|,3
3,output_activated,120.254,lever_out,lever_out,,,ID:round_LED|,3
3,tone_start_round_start,120.287,lever_out,lever_out,,,ID:speaker|,3
3,lever_extended_food,120.652,lever_out,lever_out,,,ID:food|,3
3,output_deactivated,120.756,lever_out,lever_out,,,ID:round_LED|,3
3,tone_stop_round_start,121.292,lever_out,lever_out,,,ID:speaker|,3
3,tone_start_pellet_tone,122.254,lever_out_pt2,lever_out_pt2,,,ID:speaker|,3
