FR|1,day|2,delay|0,experiment|door_train,output_path|/home/pi/miniscope_operant_dec_2022/output/,title|nan,vole|4678,vole_2|5056
1,beam_unbroken_door1_ir,50.203,reward_phase,reward_phase,,,ID:door1_ir|,1
1,beam_broken_door1_ir,50.649,reward_phase,reward_phase,,,ID:door1_ir|,1
1,beam_unbroken_door1_ir,51.322,reward_phase,reward_phase,,,ID:door1_ir|,1
1,beam_broken_door1_ir,53.944,reward_phase,reward_phase,,,ID:door1_ir|,1
1,beam_unbroken_door1_ir,53.991,reward_phase,reward_phase,,,ID:door1_ir|,1
1,beam_broken_door1_ir,54.359,reward_phase,reward_phase,,,ID:door1_ir|,1
1,beam_unbroken_door1_ir,54.733,reward_phase,reward_phase,,,ID:door1_ir|,1
1,close_start_door_1,76.162,reward_phase,reward_phase,,,ID:door_1|,1
1,close_finished_door_1,78.019,reward_phase,reward_phase,,,ID:door_1|,1
1,output_activated,78.029,reward_phase,reward_phase,,,ID:round_LED|,1
1,output_deactivated,87.649,reward_phase,reward_phase,,,ID:round_LED|,1
2,new_round,132.659,lever_2_out,lever_2_out,,,ID:round_LED|,2
2,output_activated,132.661,lever_2_out,lever_2_out,,,ID:round_LED|,2
2,tone_start_round_start,132.694,lever_2_out,lever_2_out,,,ID:speaker|,2
2,output_deactivated,133.163,lever_2_out,lever_2_out,,,ID:round_LED|,2
2,tone_stop_round_start,133.7,lever_2_out,lever_2_out,,,ID:speaker|,2
2,lever_extended_lever_2,134.567,lever_2_out,lever_2_out,,,ID:lever_2|,2
2,tone_start_door_1_open,192.663,lever_2_out,lever_2_out,,,ID:speaker|,2
2,lever_retracted_lever_2,193.116,lever_2_out,lever_2_out,,,ID:lever_2|,2
2,tone_stop_door_1_open,193.669,reward_phase,reward_phase,,,ID:speaker|,2
2,open_start_door_1,193.67,reward_phase,reward_phase,,,ID:door_1|,2
2,open_finished_door_1,195.275,reward_phase,reward_phase,,,ID:door_1|,2
2,door_1_open_|_beam_broken_door1_ir,199.622,reward_phase,reward_phase,5.954,,beam_ID:door1_ir|,2
2,beam_broken_door1_ir,199.622,reward_phase,reward_phase,,,ID:door1_ir|,2
2,beam_unbroken_door1_ir,199.746,reward_phase,reward_phase,,,ID:door1_ir|,2
2,beam_broken_door1_ir,202.271,reward_phase,reward_phase,,,ID:door1_ir|,2
2,beam_unbroken_door1_ir,202.656,reward_phase,reward_phase,,,ID:door1_ir|,2
2,beam_broken_door1_ir,207.867,reward_phase,reward_phase,,,ID:door1_ir|,2
2,beam_unbroken_door1_ir,208.319,reward_phase,reward_phase,,,ID:door1_ir|,2
2,beam_broken_door1_ir,209.033,reward_phase,reward_phase,,,ID:door1_ir|,2
2,beam_unbroken_door1_ir,209.344,reward_phase,reward_phase,,,ID:door1_ir|,2
2,close_start_door_1,253.67,reward_phase,reward_phase,,,ID:door_1|,2
2,close_finished_door_1,255.627,reward_phase,reward_phase,,,ID:door_1|,2
2,output_activated,255.635,reward_phase,reward_phase,,,ID:round_LED|,2
2,output_deactivated,264.804,reward_phase,reward_phase,,,ID:round_LED|,2
3,new_round,309.816,lever_2_out,lever_2_out,,,ID:round_LED|,3
3,output_activated,309.817,lever_2_out,lever_2_out,,,ID:round_LED|,3
3,tone_start_round_start,309.821,lever_2_out,lever_2_out,,,ID:speaker|,3
3,output_deactivated,310.32,lever_2_out,lever_2_out,,,ID:round_LED|,3
3,tone_stop_round_start,310.826,lever_2_out,lever_2_out,,,ID:speaker|,3
3,lever_extended_lever_2,311.724,lever_2_out,lever_2_out,,,ID:lever_2|,3
3,lever_pressed_lever_2,346.467,lever_2_out,lever_2_out,,,ID:lever_2|total_presses:2|,3
3,lever_extended_lever_2_|_lever_pressed_lever_2,346.467,lever_2_out,lever_2_out,35.143,,n_presses:1|,3
3,presses_reached_lever_2,346.467,lever_2_out,lever_2_out,35.143,,n_presses:1|,3
3,lever_press,346.468,lever_2_out,lever_2_out,,,ID:event_LED|,3
3,output_activated,346.469,lever_2_out,lever_2_out,,,ID:event_LED|,3
3,tone_start_door_1_open,346.471,lever_2_out,lever_2_out,,,ID:speaker|,3
3,output_deactivated,346.821,lever_2_out,lever_2_out,,,ID:event_LED|,3
3,lever_retracted_lever_2,347.423,lever_2_out,lever_2_out,,,ID:lever_2|,3
3,tone_stop_door_1_open,347.477,reward_phase,reward_phase,,,ID:speaker|,3
3,open_start_door_1,347.478,reward_phase,reward_phase,,,ID:door_1|,3
3,open_finished_door_1,349.083,reward_phase,reward_phase,,,ID:door_1|,3
3,door_1_open_|_beam_broken_door1_ir,353.203,reward_phase,reward_phase,5.728,,beam_ID:door1_ir|,3
3,beam_broken_door1_ir,353.204,reward_phase,reward_phase,,,ID:door1_ir|,3
3,beam_unbroken_door1_ir,354.304,reward_phase,reward_phase,,,ID:door1_ir|,3
3,beam_broken_door1_ir,356.135,reward_phase,reward_phase,,,ID:door1_ir|,3
3,beam_unbroken_door1_ir,356.186,reward_phase,reward_phase,,,ID:door1_ir|,3
3,beam_broken_door1_ir,356.967,reward_phase,reward_phase,,,ID:door1_ir|,3
3,beam_unbroken_door1_ir,356.975,reward_phase,reward_phase,,,ID:door1_ir|,3
3,beam_broken_door1_ir,357.027,reward_phase,reward_phase,,,ID:door1_ir|,3
3,beam_unbroken_door1_ir,357.033,reward_phase,reward_phase,,,ID:door1_ir|,3
3,beam_broken_door1_ir,357.64,reward_phase,reward_phase,,,ID:door1_ir|,3
3,beam_unbroken_door1_ir,357.661,reward_phase,reward_phase,,,ID:door1_ir|,3
3,beam_broken_door1_ir,357.693,reward_phase,reward_phase,,,ID:door1_ir|,3
3,beam_unbroken_door1_ir,357.737,reward_phase,reward_phase,,,ID:door1_ir|,3
3,beam_broken_door1_ir,357.862,reward_phase,reward_phase,,,ID:door1_ir|,3
3,beam_unbroken_door1_ir,358.424,reward_phase,reward_phase,,,ID:door1_ir|,3
3,beam_broken_door1_ir,360.179,reward_phase,reward_phase,,,ID:door1_ir|,3
3,beam_unbroken_door1_ir,360.586,reward_phase,reward_phase,,,ID:door1_ir|,3
3,beam_broken_door1_ir,383.289,reward_phase,reward_phase,,,ID:door1_ir|,3
3,beam_unbroken_door1_ir,383.812,reward_phase,reward_phase,,,ID:door1_ir|,3
3,beam_broken_door1_ir,386.345,reward_phase,reward_phase,,,ID:door1_ir|,3
3,beam_unbroken_door1_ir,387.054,reward_phase,reward_phase,,,ID:door1_ir|,3
3,beam_broken_door1_ir,388.618,reward_phase,reward_phase,,,ID:door1_ir|,3
3,beam_unbroken_door1_ir,388.891,reward_phase,reward_phase,,,ID:door1_ir|,3
3,beam_broken_door1_ir,399.545,reward_phase,reward_phase,,,ID:door1_ir|,3
3,beam_unbroken_door1_ir,400.098,reward_phase,reward_phase,,,ID:door1_ir|,3
3,beam_broken_door1_ir,400.119,reward_phase,reward_phase,,,ID:door1_ir|,3
3,beam_unbroken_door1_ir,400.129,reward_phase,reward_phase,,,ID:door1_ir|,3
3,beam_broken_door1_ir,407.206,reward_phase,reward_phase,,,ID:door1_ir|,3
3,beam_unbroken_door1_ir,407.526,reward_phase,reward_phase,,,ID:door1_ir|,3
3,close_start_door_1,407.56,reward_phase,reward_phase,,,ID:door_1|,3
3,close_finished_door_1,409.467,reward_phase,reward_phase,,,ID:door_1|,3
3,output_activated,409.47,reward_phase,reward_phase,,,ID:round_LED|,3
3,output_deactivated,410.926,reward_phase,reward_phase,,,ID:round_LED|,3
4,new_round,455.935,lever_2_out,lever_2_out,,,ID:round_LED|,4
4,output_activated,455.937,lever_2_out,lever_2_out,,,ID:round_LED|,4
4,tone_start_round_start,455.965,lever_2_out,lever_2_out,,,ID:speaker|,4
4,output_deactivated,456.438,lever_2_out,lever_2_out,,,ID:round_LED|,4
4,tone_stop_round_start,456.97,lever_2_out,lever_2_out,,,ID:speaker|,4
4,lever_extended_lever_2,457.84,lever_2_out,lever_2_out,,,ID:lever_2|,4
4,lever_pressed_lever_2,477.999,lever_2_out,lever_2_out,,,ID:lever_2|total_presses:3|,4
4,lever_extended_lever_2_|_lever_pressed_lever_2,477.999,lever_2_out,lever_2_out,20.557,,n_presses:1|,4
4,presses_reached_lever_2,477.999,lever_2_out,lever_2_out,20.557,,n_presses:1|,4
4,lever_press,478.001,lever_2_out,lever_2_out,,,ID:event_LED|,4
4,output_activated,478.003,lever_2_out,lever_2_out,,,ID:event_LED|,4
4,tone_start_door_1_open,478.011,lever_2_out,lever_2_out,,,ID:speaker|,4
4,output_deactivated,478.355,lever_2_out,lever_2_out,,,ID:event_LED|,4
4,open_start_door_1,479.012,reward_phase,reward_phase,,,ID:door_1|,4
4,tone_stop_door_1_open,479.017,reward_phase,reward_phase,,,ID:speaker|,4
4,lever_retracted_lever_2,479.658,lever_2_out,reward_phase,,,ID:lever_2|,4
4,open_finished_door_1,480.617,reward_phase,reward_phase,,,ID:door_1|,4
4,door_1_open_|_beam_broken_door1_ir,483.191,reward_phase,reward_phase,4.181,,beam_ID:door1_ir|,4
4,beam_broken_door1_ir,483.192,reward_phase,reward_phase,,,ID:door1_ir|,4
4,beam_unbroken_door1_ir,483.574,reward_phase,reward_phase,,,ID:door1_ir|,4
4,beam_broken_door1_ir,521.568,reward_phase,reward_phase,,,ID:door1_ir|,4
4,beam_unbroken_door1_ir,523.677,reward_phase,reward_phase,,,ID:door1_ir|,4
4,close_start_door_1,539.098,reward_phase,reward_phase,,,ID:door_1|,4
4,close_finished_door_1,540.955,reward_phase,reward_phase,,,ID:door_1|,4
4,output_activated,540.959,reward_phase,reward_phase,,,ID:round_LED|,4
4,output_deactivated,553.135,reward_phase,reward_phase,,,ID:round_LED|,4
5,new_round,598.143,lever_1_out,lever_1_out,,,ID:round_LED|,5
5,output_activated,598.145,lever_1_out,lever_1_out,,,ID:round_LED|,5
5,tone_start_round_start,598.187,lever_1_out,lever_1_out,,,ID:speaker|,5
5,output_deactivated,598.647,lever_1_out,lever_1_out,,,ID:round_LED|,5
5,tone_stop_round_start,599.192,lever_1_out,lever_1_out,,,ID:speaker|,5
5,lever_extended_lever_1,600.047,lever_1_out,lever_1_out,,,ID:lever_1|,5
5,lever_pressed_lever_1,604.16,lever_1_out,lever_1_out,,,ID:lever_1|total_presses:1|,5
5,lever_extended_lever_1_|_lever_pressed_lever_1,604.161,lever_1_out,lever_1_out,4.51,,n_presses:1|,5
5,presses_reached_lever_1,604.161,lever_1_out,lever_1_out,4.51,,n_presses:1|,5
5,lever_press,604.162,lever_1_out,lever_1_out,,,ID:event_LED|,5
5,output_activated,604.165,lever_1_out,lever_1_out,,,ID:event_LED|,5
5,tone_start_door_2_open,604.199,lever_1_out,lever_1_out,,,ID:speaker|,5
5,output_deactivated,604.516,lever_1_out,lever_1_out,,,ID:event_LED|,5
5,lever_retracted_lever_1,604.71,lever_1_out,lever_1_out,,,ID:lever_1|,5
5,open_start_door_2,605.178,reward_phase,reward_phase,,,ID:door_2|,5
5,tone_stop_door_2_open,605.204,reward_phase,reward_phase,,,ID:speaker|,5
5,open_finished_door_2,606.783,reward_phase,reward_phase,,,ID:door_2|,5
5,door_2_open_|_beam_broken_door2_ir,615.37,reward_phase,reward_phase,10.194,,beam_ID:door2_ir|,5
5,beam_broken_door2_ir,615.37,reward_phase,reward_phase,,,ID:door2_ir|,5
5,beam_unbroken_door2_ir,616.925,reward_phase,reward_phase,,,ID:door2_ir|,5
5,close_start_door_2,665.218,reward_phase,reward_phase,,,ID:door_2|,5
5,close_finished_door_2,666.725,reward_phase,reward_phase,,,ID:door_2|,5
5,output_activated,666.73,reward_phase,reward_phase,,,ID:round_LED|,5
5,output_deactivated,675.849,reward_phase,reward_phase,,,ID:round_LED|,5
6,new_round,720.856,lever_1_out,lever_1_out,,,ID:round_LED|,6
6,output_activated,720.858,lever_1_out,lever_1_out,,,ID:round_LED|,6
6,tone_start_round_start,720.861,lever_1_out,lever_1_out,,,ID:speaker|,6
6,output_deactivated,721.36,lever_1_out,lever_1_out,,,ID:round_LED|,6
6,tone_stop_round_start,721.866,lever_1_out,lever_1_out,,,ID:speaker|,6
6,lever_extended_lever_1,722.734,lever_1_out,lever_1_out,,,ID:lever_1|,6
6,lever_pressed_lever_1,760.733,lever_1_out,lever_1_out,,,ID:lever_1|total_presses:2|,6
6,lever_extended_lever_1_|_lever_pressed_lever_1,760.733,lever_1_out,lever_1_out,38.37,,n_presses:1|,6
6,presses_reached_lever_1,760.734,lever_1_out,lever_1_out,38.37,,n_presses:1|,6
6,lever_press,760.734,lever_1_out,lever_1_out,,,ID:event_LED|,6
6,output_activated,760.738,lever_1_out,lever_1_out,,,ID:event_LED|,6
6,tone_start_door_2_open,760.743,lever_1_out,lever_1_out,,,ID:speaker|,6
6,output_deactivated,761.089,lever_1_out,lever_1_out,,,ID:event_LED|,6
6,lever_retracted_lever_1,761.342,lever_1_out,lever_1_out,,,ID:lever_1|,6
6,open_start_door_2,761.747,reward_phase,reward_phase,,,ID:door_2|,6
6,tone_stop_door_2_open,761.75,reward_phase,reward_phase,,,ID:speaker|,6
6,open_failure_door_2,763.352,reward_phase,reward_phase,,,ID:door_2|,6
6,door_2_open_|_beam_broken_door2_ir,766.225,reward_phase,reward_phase,4.48,,beam_ID:door2_ir|,6
6,beam_broken_door2_ir,766.225,reward_phase,reward_phase,,,ID:door2_ir|,6
6,beam_unbroken_door2_ir,767.745,reward_phase,reward_phase,,,ID:door2_ir|,6
6,beam_broken_door2_ir,780.654,reward_phase,reward_phase,,,ID:door2_ir|,6
6,beam_unbroken_door2_ir,781.626,reward_phase,reward_phase,,,ID:door2_ir|,6
6,beam_broken_door2_ir,781.647,reward_phase,reward_phase,,,ID:door2_ir|,6
6,beam_unbroken_door2_ir,781.657,reward_phase,reward_phase,,,ID:door2_ir|,6
6,beam_broken_door2_ir,781.683,reward_phase,reward_phase,,,ID:door2_ir|,6
6,beam_unbroken_door2_ir,781.69,reward_phase,reward_phase,,,ID:door2_ir|,6
6,beam_broken_door2_ir,781.711,reward_phase,reward_phase,,,ID:door2_ir|,6
6,beam_unbroken_door2_ir,781.75,reward_phase,reward_phase,,,ID:door2_ir|,6
6,beam_broken_door2_ir,781.756,reward_phase,reward_phase,,,ID:door2_ir|,6
6,beam_unbroken_door2_ir,781.906,reward_phase,reward_phase,,,ID:door2_ir|,6
6,beam_broken_door2_ir,781.928,reward_phase,reward_phase,,,ID:door2_ir|,6
6,beam_unbroken_door2_ir,781.936,reward_phase,reward_phase,,,ID:door2_ir|,6
6,beam_broken_door2_ir,781.985,reward_phase,reward_phase,,,ID:door2_ir|,6
6,beam_unbroken_door2_ir,782.034,reward_phase,reward_phase,,,ID:door2_ir|,6
6,beam_broken_door2_ir,782.086,reward_phase,reward_phase,,,ID:door2_ir|,6
6,beam_unbroken_door2_ir,782.137,reward_phase,reward_phase,,,ID:door2_ir|,6
6,beam_broken_door2_ir,782.21,reward_phase,reward_phase,,,ID:door2_ir|,6
6,beam_unbroken_door2_ir,782.246,reward_phase,reward_phase,,,ID:door2_ir|,6
6,beam_broken_door2_ir,782.522,reward_phase,reward_phase,,,ID:door2_ir|,6
6,beam_unbroken_door2_ir,782.753,reward_phase,reward_phase,,,ID:door2_ir|,6
6,beam_broken_door2_ir,783.414,reward_phase,reward_phase,,,ID:door2_ir|,6
6,beam_unbroken_door2_ir,783.534,reward_phase,reward_phase,,,ID:door2_ir|,6
6,beam_broken_door2_ir,784.027,reward_phase,reward_phase,,,ID:door2_ir|,6
6,beam_unbroken_door2_ir,784.466,reward_phase,reward_phase,,,ID:door2_ir|,6
6,beam_broken_door2_ir,785.556,reward_phase,reward_phase,,,ID:door2_ir|,6
6,beam_unbroken_door2_ir,785.846,reward_phase,reward_phase,,,ID:door2_ir|,6
6,close_start_door_2,821.8,reward_phase,reward_phase,,,ID:door_2|,6
6,close_finished_door_2,824.709,reward_phase,reward_phase,,,ID:door_2|,6
6,output_activated,824.715,reward_phase,reward_phase,,,ID:round_LED|,6
6,output_deactivated,835.288,reward_phase,reward_phase,,,ID:round_LED|,6
7,new_round,880.297,lever_1_out,lever_1_out,,,ID:round_LED|,7
7,output_activated,880.299,lever_1_out,lever_1_out,,,ID:round_LED|,7
7,tone_start_round_start,880.324,lever_1_out,lever_1_out,,,ID:speaker|,7
7,output_deactivated,880.801,lever_1_out,lever_1_out,,,ID:round_LED|,7
7,tone_stop_round_start,881.329,lever_1_out,lever_1_out,,,ID:speaker|,7
7,lever_extended_lever_1,882.176,lever_1_out,lever_1_out,,,ID:lever_1|,7
7,lever_pressed_lever_1,911.571,lever_1_out,lever_1_out,,,ID:lever_1|total_presses:3|,7
7,lever_extended_lever_1_|_lever_pressed_lever_1,911.571,lever_1_out,lever_1_out,29.766,,n_presses:1|,7
7,presses_reached_lever_1,911.571,lever_1_out,lever_1_out,29.766,,n_presses:1|,7
7,lever_press,911.571,lever_1_out,lever_1_out,,,ID:event_LED|,7
7,output_activated,911.573,lever_1_out,lever_1_out,,,ID:event_LED|,7
7,tone_start_door_2_open,911.615,lever_1_out,lever_1_out,,,ID:speaker|,7
7,output_deactivated,911.924,lever_1_out,lever_1_out,,,ID:event_LED|,7
7,open_start_door_2,912.582,reward_phase,reward_phase,,,ID:door_2|,7
7,tone_stop_door_2_open,912.62,reward_phase,reward_phase,,,ID:speaker|,7
7,lever_retracted_lever_1,913.129,lever_1_out,reward_phase,,,ID:lever_1|,7
7,open_finished_door_2,914.189,reward_phase,reward_phase,,,ID:door_2|,7
7,door_2_open_|_beam_broken_door2_ir,918.833,reward_phase,reward_phase,6.253,,beam_ID:door2_ir|,7
7,beam_broken_door2_ir,918.833,reward_phase,reward_phase,,,ID:door2_ir|,7
7,beam_unbroken_door2_ir,919.227,reward_phase,reward_phase,,,ID:door2_ir|,7
7,close_start_door_2,972.618,reward_phase,reward_phase,,,ID:door_2|,7
7,close_finished_door_2,974.224,reward_phase,reward_phase,,,ID:door_2|,7
7,output_activated,974.227,reward_phase,reward_phase,,,ID:round_LED|,7
7,output_deactivated,986.302,reward_phase,reward_phase,,,ID:round_LED|,7
8,new_round,1031.31,lever_1_out,lever_1_out,,,ID:round_LED|,8
8,output_activated,1031.312,lever_1_out,lever_1_out,,,ID:round_LED|,8
8,tone_start_round_start,1031.325,lever_1_out,lever_1_out,,,ID:speaker|,8
8,output_deactivated,1031.814,lever_1_out,lever_1_out,,,ID:round_LED|,8
8,tone_stop_round_start,1032.331,lever_1_out,lever_1_out,,,ID:speaker|,8
8,lever_extended_lever_1,1033.19,lever_1_out,lever_1_out,,,ID:lever_1|,8
8,lever_pressed_lever_1,1038.607,lever_1_out,lever_1_out,,,ID:lever_1|total_presses:4|,8
8,lever_extended_lever_1_|_lever_pressed_lever_1,1038.607,lever_1_out,lever_1_out,5.787,,n_presses:1|,8
8,presses_reached_lever_1,1038.607,lever_1_out,lever_1_out,5.787,,n_presses:1|,8
8,lever_press,1038.608,lever_1_out,lever_1_out,,,ID:event_LED|,8
8,output_activated,1038.611,lever_1_out,lever_1_out,,,ID:event_LED|,8
8,tone_start_door_2_open,1038.652,lever_1_out,lever_1_out,,,ID:speaker|,8
8,output_deactivated,1038.963,lever_1_out,lever_1_out,,,ID:event_LED|,8
8,lever_retracted_lever_1,1039.365,lever_1_out,lever_1_out,,,ID:lever_1|,8
8,open_start_door_2,1039.628,reward_phase,reward_phase,,,ID:door_2|,8
8,tone_stop_door_2_open,1039.657,reward_phase,reward_phase,,,ID:speaker|,8
8,open_finished_door_2,1041.234,reward_phase,reward_phase,,,ID:door_2|,8
8,door_2_open_|_beam_broken_door2_ir,1044.603,reward_phase,reward_phase,4.977,,beam_ID:door2_ir|,8
8,beam_broken_door2_ir,1044.603,reward_phase,reward_phase,,,ID:door2_ir|,8
8,beam_unbroken_door2_ir,1045.072,reward_phase,reward_phase,,,ID:door2_ir|,8
8,beam_broken_door2_ir,1046.358,reward_phase,reward_phase,,,ID:door2_ir|,8
8,beam_unbroken_door2_ir,1046.733,reward_phase,reward_phase,,,ID:door2_ir|,8
8,close_start_door_2,1099.693,reward_phase,reward_phase,,,ID:door_2|,8
8,close_finished_door_2,1101.299,reward_phase,reward_phase,,,ID:door_2|,8
8,output_activated,1101.303,reward_phase,reward_phase,,,ID:round_LED|,8
8,output_deactivated,1111.174,reward_phase,reward_phase,,,ID:round_LED|,8
9,new_round,1156.181,lever_2_out,lever_2_out,,,ID:round_LED|,9
9,output_activated,1156.183,lever_2_out,lever_2_out,,,ID:round_LED|,9
9,tone_start_round_start,1156.194,lever_2_out,lever_2_out,,,ID:speaker|,9
9,output_deactivated,1156.685,lever_2_out,lever_2_out,,,ID:round_LED|,9
9,tone_stop_round_start,1157.199,lever_2_out,lever_2_out,,,ID:speaker|,9
9,lever_pressed_lever_2,1158.043,lever_2_out,lever_2_out,,,ID:lever_2|total_presses:4|,9
9,lever_extended_lever_2_|_lever_pressed_lever_2,1158.043,lever_2_out,lever_2_out,0.353,,n_presses:1|,9
9,presses_reached_lever_2,1158.043,lever_2_out,lever_2_out,0.353,,n_presses:1|,9
9,lever_press,1158.044,lever_2_out,lever_2_out,,,ID:event_LED|,9
9,output_activated,1158.046,lever_2_out,lever_2_out,,,ID:event_LED|,9
9,tone_start_door_1_open,1158.057,lever_2_out,lever_2_out,,,ID:speaker|,9
9,lever_extended_lever_2,1158.06,lever_2_out,lever_2_out,,,ID:lever_2|,9
9,output_deactivated,1158.398,lever_2_out,lever_2_out,,,ID:event_LED|,9
9,lever_retracted_lever_2,1158.549,lever_2_out,lever_2_out,,,ID:lever_2|,9
9,open_start_door_1,1159.054,reward_phase,reward_phase,,,ID:door_1|,9
9,tone_stop_door_1_open,1159.062,reward_phase,reward_phase,,,ID:speaker|,9
9,open_finished_door_1,1160.659,reward_phase,reward_phase,,,ID:door_1|,9
9,door_1_open_|_beam_broken_door1_ir,1165.708,reward_phase,reward_phase,6.657,,beam_ID:door1_ir|,9
9,beam_broken_door1_ir,1165.709,reward_phase,reward_phase,,,ID:door1_ir|,9
9,beam_unbroken_door1_ir,1166.047,reward_phase,reward_phase,,,ID:door1_ir|,9
9,close_start_door_1,1219.084,reward_phase,reward_phase,,,ID:door_1|,9
9,close_finished_door_1,1221.041,reward_phase,reward_phase,,,ID:door_1|,9
9,output_activated,1221.045,reward_phase,reward_phase,,,ID:round_LED|,9
9,output_deactivated,1234.521,reward_phase,reward_phase,,,ID:round_LED|,9
10,new_round,1279.531,lever_2_out,lever_2_out,,,ID:round_LED|,10
10,output_activated,1279.533,lever_2_out,lever_2_out,,,ID:round_LED|,10
10,tone_start_round_start,1279.539,lever_2_out,lever_2_out,,,ID:speaker|,10
10,output_deactivated,1280.035,lever_2_out,lever_2_out,,,ID:round_LED|,10
10,tone_stop_round_start,1280.544,lever_2_out,lever_2_out,,,ID:speaker|,10
10,lever_extended_lever_2,1281.411,lever_2_out,lever_2_out,,,ID:lever_2|,10
10,lever_pressed_lever_2,1298.667,lever_2_out,lever_2_out,,,ID:lever_2|total_presses:5|,10
10,lever_extended_lever_2_|_lever_pressed_lever_2,1298.668,lever_2_out,lever_2_out,17.628,,n_presses:1|,10
10,presses_reached_lever_2,1298.668,lever_2_out,lever_2_out,17.628,,n_presses:1|,10
10,lever_press,1298.668,lever_2_out,lever_2_out,,,ID:event_LED|,10
10,output_activated,1298.671,lever_2_out,lever_2_out,,,ID:event_LED|,10
10,tone_start_door_1_open,1298.702,lever_2_out,lever_2_out,,,ID:speaker|,10
10,output_deactivated,1299.023,lever_2_out,lever_2_out,,,ID:event_LED|,10
10,lever_retracted_lever_2,1299.175,lever_2_out,lever_2_out,,,ID:lever_2|,10
10,open_start_door_1,1299.68,reward_phase,reward_phase,,,ID:door_1|,10
10,tone_stop_door_1_open,1299.709,reward_phase,reward_phase,,,ID:speaker|,10
10,door_1_open_|_beam_broken_door1_ir,1301.114,reward_phase,reward_phase,1.436,,beam_ID:door1_ir|,10
10,beam_broken_door1_ir,1301.115,reward_phase,reward_phase,,,ID:door1_ir|,10
10,beam_unbroken_door1_ir,1301.263,reward_phase,reward_phase,,,ID:door1_ir|,10
10,open_finished_door_1,1301.287,reward_phase,reward_phase,,,ID:door_1|,10
10,beam_broken_door1_ir,1303.391,reward_phase,reward_phase,,,ID:door1_ir|,10
