FR|1,day|2,delay|0,experiment|door_train,output_path|/home/pi/miniscope_operant_dec_2022/output/,title|nan,vole|5113,vole_2|5048
round,event,time,phase initialized,phase submitted,latency,duration,modifiers,round timestamp initialized
0,trigger,0.003,setup_phase,setup_phase,,,ID:miniscope_trigger|,0
0,close_start_door_1,0.027,setup_phase,setup_phase,,,ID:door_1|,0
0,close_finished_door_1,0.399,setup_phase,setup_phase,,,ID:door_1|,0
0,close_start_door_2,0.416,setup_phase,setup_phase,,,ID:door_2|,0
0,close_finished_door_2,0.492,setup_phase,setup_phase,,,ID:door_2|,0
0,lever_retracted_food,0.907,setup_phase,setup_phase,,,ID:food|,0
0,lever_retracted_lever_2,0.965,setup_phase,setup_phase,,,ID:lever_2|,0
0,lever_retracted_lever_1,0.967,setup_phase,setup_phase,,,ID:lever_1|,0
1,new_round,1.0,setup_phase,setup_phase,,,ID:round_LED|,1
1,output_activated,1.001,lever_2_out,lever_2_out,,,ID:round_LED|,1
1,tone_start_round_start,1.047,lever_2_out,lever_2_out,,,ID:speaker|,1
1,output_deactivated,1.503,lever_2_out,lever_2_out,,,ID:round_LED|,1
1,tone_stop_round_start,2.051,lever_2_out,lever_2_out,,,ID:speaker|,1
1,lever_extended_lever_2,2.908,lever_2_out,lever_2_out,,,ID:lever_2|,1
1,lever_pressed_lever_2,5.809,lever_2_out,lever_2_out,,,ID:lever_2|total_presses:1|,1
1,lever_extended_lever_2_|_lever_pressed_lever_2,5.81,lever_2_out,lever_2_out,3.299,,n_presses:1|,1
1,presses_reached_lever_2,5.81,lever_2_out,lever_2_out,3.299,,n_presses:1|,1
1,lever_press,5.812,lever_2_out,lever_2_out,,,ID:event_LED|,1
1,output_activated,5.814,lever_2_out,lever_2_out,,,ID:event_LED|,1
1,tone_start_door_1_open,5.849,lever_2_out,lever_2_out,,,ID:speaker|,1
1,output_deactivated,6.165,lever_2_out,lever_2_out,,,ID:event_LED|,1
1,open_start_door_1,6.82,reward_phase,reward_phase,,,ID:door_1|,1
1,tone_stop_door_1_open,6.854,reward_phase,reward_phase,,,ID:speaker|,1
1,lever_retracted_lever_2,7.92,lever_2_out,reward_phase,,,ID:lever_2|,1
1,open_finished_door_1,8.425,reward_phase,reward_phase,,,ID:door_1|,1
1,door_1_open_|_beam_broken_door1_ir,10.034,reward_phase,reward_phase,3.216,,beam_ID:door1_ir|,1
1,beam_broken_door1_ir,10.034,reward_phase,reward_phase,,,ID:door1_ir|,1
1,beam_unbroken_door1_ir,11.598,reward_phase,reward_phase,,,ID:door1_ir|,1
1,beam_broken_door1_ir,63.313,reward_phase,reward_phase,,,ID:door1_ir|,1
1,beam_unbroken_door1_ir,63.564,reward_phase,reward_phase,,,ID:door1_ir|,1
1,beam_broken_door1_ir,63.651,reward_phase,reward_phase,,,ID:door1_ir|,1
1,beam_unbroken_door1_ir,63.687,reward_phase,reward_phase,,,ID:door1_ir|,1
1,beam_broken_door1_ir,63.729,reward_phase,reward_phase,,,ID:door1_ir|,1
1,beam_unbroken_door1_ir,63.792,reward_phase,reward_phase,,,ID:door1_ir|,1
1,close_start_door_1,66.875,reward_phase,reward_phase,,,ID:door_1|,1
1,close_finished_door_1,68.732,reward_phase,reward_phase,,,ID:door_1|,1
1,output_activated,68.737,reward_phase,reward_phase,,,ID:round_LED|,1
1,output_deactivated,81.362,reward_phase,reward_phase,,,ID:round_LED|,1
2,new_round,126.372,lever_2_out,lever_2_out,,,ID:round_LED|,2
2,output_activated,126.373,lever_2_out,lever_2_out,,,ID:round_LED|,2
2,tone_start_round_start,126.377,lever_2_out,lever_2_out,,,ID:speaker|,2
2,output_deactivated,126.875,lever_2_out,lever_2_out,,,ID:round_LED|,2
2,tone_stop_round_start,127.383,lever_2_out,lever_2_out,,,ID:speaker|,2
2,lever_extended_lever_2,128.25,lever_2_out,lever_2_out,,,ID:lever_2|,2
2,lever_pressed_lever_2,129.881,lever_2_out,lever_2_out,,,ID:lever_2|total_presses:2|,2
2,lever_extended_lever_2_|_lever_pressed_lever_2,129.881,lever_2_out,lever_2_out,2.003,,n_presses:1|,2
2,presses_reached_lever_2,129.882,lever_2_out,lever_2_out,2.003,,n_presses:1|,2
2,lever_press,129.882,lever_2_out,lever_2_out,,,ID:event_LED|,2
2,output_activated,129.884,lever_2_out,lever_2_out,,,ID:event_LED|,2
2,tone_start_door_1_open,129.91,lever_2_out,lever_2_out,,,ID:speaker|,2
2,output_deactivated,130.236,lever_2_out,lever_2_out,,,ID:event_LED|,2
2,lever_retracted_lever_2,130.388,lever_2_out,lever_2_out,,,ID:lever_2|,2
2,open_start_door_1,130.895,reward_phase,reward_phase,,,ID:door_1|,2
2,tone_stop_door_1_open,130.916,reward_phase,reward_phase,,,ID:speaker|,2
2,open_finished_door_1,132.5,reward_phase,reward_phase,,,ID:door_1|,2
2,door_1_open_|_beam_broken_door1_ir,134.014,reward_phase,reward_phase,3.121,,beam_ID:door1_ir|,2
2,beam_broken_door1_ir,134.014,reward_phase,reward_phase,,,ID:door1_ir|,2
2,beam_unbroken_door1_ir,134.641,reward_phase,reward_phase,,,ID:door1_ir|,2
2,beam_broken_door1_ir,147.873,reward_phase,reward_phase,,,ID:door1_ir|,2
2,beam_unbroken_door1_ir,148.817,reward_phase,reward_phase,,,ID:door1_ir|,2
2,beam_broken_door1_ir,153.252,reward_phase,reward_phase,,,ID:door1_ir|,2
2,beam_unbroken_door1_ir,153.598,reward_phase,reward_phase,,,ID:door1_ir|,2
2,beam_broken_door1_ir,183.214,reward_phase,reward_phase,,,ID:door1_ir|,2
2,beam_unbroken_door1_ir,184.906,reward_phase,reward_phase,,,ID:door1_ir|,2
2,beam_broken_door1_ir,187.988,reward_phase,reward_phase,,,ID:door1_ir|,2
2,beam_unbroken_door1_ir,188.318,reward_phase,reward_phase,,,ID:door1_ir|,2
2,close_start_door_1,190.913,reward_phase,reward_phase,,,ID:door_1|,2
2,close_finished_door_1,192.77,reward_phase,reward_phase,,,ID:door_1|,2
2,output_activated,192.773,reward_phase,reward_phase,,,ID:round_LED|,2
2,output_deactivated,204.296,reward_phase,reward_phase,,,ID:round_LED|,2
3,new_round,249.305,lever_2_out,lever_2_out,,,ID:round_LED|,3
3,output_activated,249.306,lever_2_out,lever_2_out,,,ID:round_LED|,3
3,tone_start_round_start,249.323,lever_2_out,lever_2_out,,,ID:speaker|,3
3,output_deactivated,249.808,lever_2_out,lever_2_out,,,ID:round_LED|,3
3,tone_stop_round_start,250.328,lever_2_out,lever_2_out,,,ID:speaker|,3
3,lever_extended_lever_2,251.183,lever_2_out,lever_2_out,,,ID:lever_2|,3
3,lever_pressed_lever_2,253.672,lever_2_out,lever_2_out,,,ID:lever_2|total_presses:3|,3
3,lever_extended_lever_2_|_lever_pressed_lever_2,253.672,lever_2_out,lever_2_out,2.859,,n_presses:1|,3
3,presses_reached_lever_2,253.672,lever_2_out,lever_2_out,2.86,,n_presses:1|,3
3,lever_press,253.673,lever_2_out,lever_2_out,,,ID:event_LED|,3
3,output_activated,253.675,lever_2_out,lever_2_out,,,ID:event_LED|,3
3,tone_start_door_1_open,253.714,lever_2_out,lever_2_out,,,ID:speaker|,3
3,output_deactivated,254.032,lever_2_out,lever_2_out,,,ID:event_LED|,3
3,lever_retracted_lever_2,254.486,lever_2_out,lever_2_out,,,ID:lever_2|,3
3,open_start_door_1,254.689,reward_phase,reward_phase,,,ID:door_1|,3
3,tone_stop_door_1_open,254.72,reward_phase,reward_phase,,,ID:speaker|,3
3,open_finished_door_1,256.294,reward_phase,reward_phase,,,ID:door_1|,3
3,door_1_open_|_beam_broken_door1_ir,256.883,reward_phase,reward_phase,2.196,,beam_ID:door1_ir|,3
3,beam_broken_door1_ir,256.883,reward_phase,reward_phase,,,ID:door1_ir|,3
3,beam_unbroken_door1_ir,257.286,reward_phase,reward_phase,,,ID:door1_ir|,3
3,beam_broken_door1_ir,273.119,reward_phase,reward_phase,,,ID:door1_ir|,3
3,beam_unbroken_door1_ir,273.652,reward_phase,reward_phase,,,ID:door1_ir|,3
3,beam_broken_door1_ir,273.678,reward_phase,reward_phase,,,ID:door1_ir|,3
3,beam_unbroken_door1_ir,273.755,reward_phase,reward_phase,,,ID:door1_ir|,3
3,beam_broken_door1_ir,273.973,reward_phase,reward_phase,,,ID:door1_ir|,3
3,beam_unbroken_door1_ir,276.253,reward_phase,reward_phase,,,ID:door1_ir|,3
3,beam_broken_door1_ir,276.555,reward_phase,reward_phase,,,ID:door1_ir|,3
3,beam_unbroken_door1_ir,278.252,reward_phase,reward_phase,,,ID:door1_ir|,3
3,beam_broken_door1_ir,279.175,reward_phase,reward_phase,,,ID:door1_ir|,3
3,beam_unbroken_door1_ir,279.561,reward_phase,reward_phase,,,ID:door1_ir|,3
3,beam_broken_door1_ir,279.817,reward_phase,reward_phase,,,ID:door1_ir|,3
3,beam_unbroken_door1_ir,279.975,reward_phase,reward_phase,,,ID:door1_ir|,3
3,beam_broken_door1_ir,280.38,reward_phase,reward_phase,,,ID:door1_ir|,3
3,beam_unbroken_door1_ir,281.975,reward_phase,reward_phase,,,ID:door1_ir|,3
3,beam_broken_door1_ir,291.867,reward_phase,reward_phase,,,ID:door1_ir|,3
3,beam_unbroken_door1_ir,292.285,reward_phase,reward_phase,,,ID:door1_ir|,3
3,close_start_door_1,314.773,reward_phase,reward_phase,,,ID:door_1|,3
3,close_finished_door_1,316.63,reward_phase,reward_phase,,,ID:door_1|,3
3,output_activated,316.634,reward_phase,reward_phase,,,ID:round_LED|,3
3,output_deactivated,330.913,reward_phase,reward_phase,,,ID:round_LED|,3
4,new_round,375.92,lever_2_out,lever_2_out,,,ID:round_LED|,4
4,output_activated,375.922,lever_2_out,lever_2_out,,,ID:round_LED|,4
4,tone_start_round_start,375.932,lever_2_out,lever_2_out,,,ID:speaker|,4
4,output_deactivated,376.424,lever_2_out,lever_2_out,,,ID:round_LED|,4
4,tone_stop_round_start,376.937,lever_2_out,lever_2_out,,,ID:speaker|,4
4,lever_extended_lever_2,377.799,lever_2_out,lever_2_out,,,ID:lever_2|,4
4,lever_pressed_lever_2,378.927,lever_2_out,lever_2_out,,,ID:lever_2|total_presses:4|,4
4,lever_extended_lever_2_|_lever_pressed_lever_2,378.927,lever_2_out,lever_2_out,1.499,,n_presses:1|,4
4,presses_reached_lever_2,378.927,lever_2_out,lever_2_out,1.499,,n_presses:1|,4
4,lever_press,378.928,lever_2_out,lever_2_out,,,ID:event_LED|,4
4,output_activated,378.932,lever_2_out,lever_2_out,,,ID:event_LED|,4
4,tone_start_door_1_open,378.959,lever_2_out,lever_2_out,,,ID:speaker|,4
4,output_deactivated,379.283,lever_2_out,lever_2_out,,,ID:event_LED|,4
4,open_start_door_1,379.961,reward_phase,reward_phase,,,ID:door_1|,4
4,tone_stop_door_1_open,379.965,reward_phase,reward_phase,,,ID:speaker|,4
4,lever_retracted_lever_2,380.407,lever_2_out,reward_phase,,,ID:lever_2|,4
