FR|1,day|1,delay|0,experiment|door_train,output_path|/home/pi/miniscope_operant_dec_2022/output/,title|nan,vole|5120,vole_2|5056
round,event,time,phase initialized,phase submitted,latency,duration,modifiers,round timestamp initialized
0,trigger,0.002,setup_phase,setup_phase,,,ID:miniscope_trigger|,0
0,close_start_door_1,0.035,setup_phase,setup_phase,,,ID:door_1|,0
0,lever_retracted_food,0.531,setup_phase,setup_phase,,,ID:food|,0
0,lever_retracted_lever_2,0.546,setup_phase,setup_phase,,,ID:lever_2|,0
0,lever_retracted_lever_1,0.556,setup_phase,setup_phase,,,ID:lever_1|,0
0,close_finished_door_1,1.943,setup_phase,setup_phase,,,ID:door_1|,0
0,close_start_door_2,1.952,setup_phase,setup_phase,,,ID:door_2|,0
0,close_finished_door_2,1.956,setup_phase,setup_phase,,,ID:door_2|,0
1,new_round,2.482,setup_phase,setup_phase,,,ID:round_LED|,1
1,output_activated,2.483,lever_2_out,lever_2_out,,,ID:round_LED|,1
1,tone_start_round_start,2.503,lever_2_out,lever_2_out,,,ID:speaker|,1
1,output_deactivated,2.985,lever_2_out,lever_2_out,,,ID:round_LED|,1
1,tone_stop_round_start,3.507,lever_2_out,lever_2_out,,,ID:speaker|,1
1,lever_extended_lever_2,4.367,lever_2_out,lever_2_out,,,ID:lever_2|,1
1,tone_start_door_1_open,62.492,lever_2_out,lever_2_out,,,ID:speaker|,1
1,lever_retracted_lever_2,62.941,lever_2_out,lever_2_out,,,ID:lever_2|,1
1,open_start_door_1,63.497,reward_phase,reward_phase,,,ID:door_1|,1
1,tone_stop_door_1_open,63.498,reward_phase,reward_phase,,,ID:speaker|,1
1,open_finished_door_1,65.102,reward_phase,reward_phase,,,ID:door_1|,1
1,close_start_door_1,123.498,reward_phase,reward_phase,,,ID:door_1|,1
1,close_finished_door_1,125.357,reward_phase,reward_phase,,,ID:door_1|,1
1,output_activated,125.36,reward_phase,reward_phase,,,ID:round_LED|,1
1,output_deactivated,133.428,reward_phase,reward_phase,,,ID:round_LED|,1
2,new_round,178.434,lever_2_out,lever_2_out,,,ID:round_LED|,2
2,output_activated,178.435,lever_2_out,lever_2_out,,,ID:round_LED|,2
2,tone_start_round_start,178.464,lever_2_out,lever_2_out,,,ID:speaker|,2
2,output_deactivated,178.937,lever_2_out,lever_2_out,,,ID:round_LED|,2
2,tone_stop_round_start,179.47,lever_2_out,lever_2_out,,,ID:speaker|,2
2,lever_extended_lever_2,180.344,lever_2_out,lever_2_out,,,ID:lever_2|,2
2,tone_start_door_1_open,238.441,lever_2_out,lever_2_out,,,ID:speaker|,2
2,lever_retracted_lever_2,238.89,lever_2_out,lever_2_out,,,ID:lever_2|,2
2,open_start_door_1,239.445,reward_phase,reward_phase,,,ID:door_1|,2
2,tone_stop_door_1_open,239.446,reward_phase,reward_phase,,,ID:speaker|,2
2,open_finished_door_1,241.05,reward_phase,reward_phase,,,ID:door_1|,2
2,close_start_door_1,299.448,reward_phase,reward_phase,,,ID:door_1|,2
2,close_finished_door_1,301.255,reward_phase,reward_phase,,,ID:door_1|,2
2,output_activated,301.26,reward_phase,reward_phase,,,ID:round_LED|,2
2,output_deactivated,303.264,reward_phase,reward_phase,,,ID:round_LED|,2
3,new_round,348.368,lever_2_out,lever_2_out,,,ID:round_LED|,3
3,output_activated,348.369,lever_2_out,lever_2_out,,,ID:round_LED|,3
3,tone_start_round_start,348.375,lever_2_out,lever_2_out,,,ID:speaker|,3
3,output_deactivated,348.871,lever_2_out,lever_2_out,,,ID:round_LED|,3
