FR|1,day|1,delay|0,experiment|door_train,output_path|/home/pi/miniscope_operant_dec_2022/output/,title|nan,vole|4678,vole_2|5050
round,event,time,phase initialized,phase submitted,latency,duration,modifiers,round timestamp initialized
0,trigger,0.003,setup_phase,setup_phase,,,ID:miniscope_trigger|,0
0,close_start_door_1,0.035,setup_phase,setup_phase,,,ID:door_1|,0
0,close_finished_door_1,0.1,setup_phase,setup_phase,,,ID:door_1|,0
0,close_start_door_2,0.117,setup_phase,setup_phase,,,ID:door_2|,0
0,close_finished_door_2,0.159,setup_phase,setup_phase,,,ID:door_2|,0
0,lever_retracted_food,0.643,setup_phase,setup_phase,,,ID:food|,0
1,new_round,0.667,setup_phase,setup_phase,,,ID:round_LED|,1
1,output_activated,0.669,lever_2_out,lever_2_out,,,ID:round_LED|,1
0,lever_retracted_lever_1,0.68,setup_phase,lever_2_out,,,ID:lever_1|,0
1,tone_start_round_start,0.698,lever_2_out,lever_2_out,,,ID:speaker|,1
1,output_deactivated,1.17,lever_2_out,lever_2_out,,,ID:round_LED|,1
1,tone_stop_round_start,1.702,lever_2_out,lever_2_out,,,ID:speaker|,1
1,lever_extended_lever_2,2.58,lever_2_out,lever_2_out,,,ID:lever_2|,1
1,lever_pressed_lever_2,45.901,lever_2_out,lever_2_out,,,ID:lever_2|total_presses:1|,1
1,lever_extended_lever_2_|_lever_pressed_lever_2,45.902,lever_2_out,lever_2_out,43.719,,n_presses:1|,1
1,presses_reached_lever_2,45.902,lever_2_out,lever_2_out,43.719,,n_presses:1|,1
1,lever_press,45.902,lever_2_out,lever_2_out,,,ID:event_LED|,1
1,output_activated,45.905,lever_2_out,lever_2_out,,,ID:event_LED|,1
1,tone_start_door_1_open,45.949,lever_2_out,lever_2_out,,,ID:speaker|,1
1,output_deactivated,46.256,lever_2_out,lever_2_out,,,ID:event_LED|,1
1,open_start_door_1,46.913,reward_phase,reward_phase,,,ID:door_1|,1
1,tone_stop_door_1_open,46.955,reward_phase,reward_phase,,,ID:speaker|,1
1,open_finished_door_1,48.519,reward_phase,reward_phase,,,ID:door_1|,1
1,door_1_open_|_beam_broken_door1_ir,98.32,reward_phase,reward_phase,51.409,,beam_ID:door1_ir|,1
1,beam_broken_door1_ir,98.32,reward_phase,reward_phase,,,ID:door1_ir|,1
1,beam_unbroken_door1_ir,99.66,reward_phase,reward_phase,,,ID:door1_ir|,1
1,beam_broken_door1_ir,100.195,reward_phase,reward_phase,,,ID:door1_ir|,1
1,close_start_door_1,106.933,reward_phase,reward_phase,,,ID:door_1|,1
1,beam_unbroken_door1_ir,108.562,reward_phase,reward_phase,,,ID:door1_ir|,1
1,close_finished_door_1,108.943,reward_phase,reward_phase,,,ID:door_1|,1
1,output_activated,108.955,reward_phase,reward_phase,,,ID:round_LED|,1
1,output_deactivated,125.038,reward_phase,reward_phase,,,ID:round_LED|,1
2,new_round,170.05,lever_2_out,lever_2_out,,,ID:round_LED|,2
2,output_activated,170.052,lever_2_out,lever_2_out,,,ID:round_LED|,2
2,tone_start_round_start,170.076,lever_2_out,lever_2_out,,,ID:speaker|,2
2,output_deactivated,170.564,lever_2_out,lever_2_out,,,ID:round_LED|,2
2,tone_stop_round_start,171.114,lever_2_out,lever_2_out,,,ID:speaker|,2
2,tone_start_door_1_open,171.722,lever_2_out,lever_2_out,,,ID:speaker|,2
2,open_start_door_1,172.71,reward_phase,reward_phase,,,ID:door_1|,2
2,tone_stop_door_1_open,172.757,reward_phase,reward_phase,,,ID:speaker|,2
2,lever_extended_lever_2,173.67,lever_2_out,reward_phase,,,ID:lever_2|,2
2,open_finished_door_1,174.338,reward_phase,reward_phase,,,ID:door_1|,2
2,door_1_open_|_beam_broken_door1_ir,179.089,reward_phase,reward_phase,6.427,,beam_ID:door1_ir|,2
2,beam_broken_door1_ir,179.089,reward_phase,reward_phase,,,ID:door1_ir|,2
2,beam_unbroken_door1_ir,183.434,reward_phase,reward_phase,,,ID:door1_ir|,2
2,beam_broken_door1_ir,183.598,reward_phase,reward_phase,,,ID:door1_ir|,2
2,beam_unbroken_door1_ir,183.639,reward_phase,reward_phase,,,ID:door1_ir|,2
2,beam_broken_door1_ir,183.915,reward_phase,reward_phase,,,ID:door1_ir|,2
2,beam_unbroken_door1_ir,183.957,reward_phase,reward_phase,,,ID:door1_ir|,2
2,close_start_door_1,232.768,reward_phase,reward_phase,,,ID:door_1|,2
2,close_finished_door_1,234.86,reward_phase,reward_phase,,,ID:door_1|,2
2,output_activated,234.883,reward_phase,reward_phase,,,ID:round_LED|,2
